Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
老虎,lǎohǔ,tiger; CL:隻|只[zhī],lão hổ,hổ/cọp,老虎很凶。Hổ rất dữ.
老师,lǎoshī,teacher; CL:個|个[gè];位[wèi],lão sư,giáo viên,我是老师。Tôi là giáo viên.
老实,lǎoshí,honest; sincere; open and guileless; naive,lão thực,thật thà/ngay thật,老实人。Người thật thà.
老鼠,lǎoshǔ,rat; mouse; CL:隻|只[zhī],lão thử,con chuột,抓老鼠。Bắt chuột.
姥姥,lǎolao,(informal) mother's mother; maternal grandmother,lão lão,bà ngoại,我姥姥。Bà ngoại tôi.
乐观,lèguān,optimistic; hopeful,lạc quan,lạc quan,很乐观。Rất lạc quan.
了,le,(modal particle intensifying preceding clause); (completed action marker),liễu,(trợ từ) đã,我吃了。Tôi ăn rồi.
雷,léi,thunder; (internet slang) terrifying; terrific,lôi,sấm,打雷。Sấm chớp.
类,lèi,kind; type; class; category; similar; like; to resemble,loại,loại/hạng,种类。Chủng loại.
累,lèi,tired; weary; to strain; to wear out; to work hard,lệ,mệt,我很累。Tôi rất mệt.
冷,lěng,cold,lãnh,lạnh,今天很冷。Hôm nay rất lạnh.
冷静,lěngjìng,calm; cool-headed,lãnh tĩnh,bình tĩnh,保持冷静。Giữ bình tĩnh.
梨,lí,pear; CL:個|个[gè],lê,quả lê,吃梨。Ăn lê.
离,lí,to leave; to part from; to be away from; (in giving distances) from; without (sth); independent of; one of the eight trigrams of the Book of Changes representing fire (old),ly,cách,学校离这里很近。Trường cách đây rất gần.
离婚,líhūn,to divorce; divorced from (one's spouse),ly hôn,ly hôn,决定离婚。Quyết định ly hôn.
离开,líkāi,to depart; to leave,li khai,rời khỏi/rời,我要离开了。Tôi phải đi rồi.
厘米,límǐ,centimeter,ly mễ,cm/xăng-ti-mét,一厘米。Một cm.
里,lǐ,lining; interior; inside; internal; also written 裡|里 [lǐ],lí,bên trong,在家里：ở trong nhà.
礼拜天,lǐbàitiān,Sunday,lễ bái thiên,chủ nhật,今天礼拜天。Hôm nay chủ nhật.
礼貌,lǐmào,courtesy; manners,lễ mạo,lịch sự,他很礼貌。Anh ấy rất lịch sự.
礼物,lǐwù,gift; present; CL:件[jiàn];個|个[gè];份[fèn],lễ vật,quà tặng,送礼物。Tặng quà.
理发,lǐfà,a barber; hairdressing,lý phát,cắt tóc,去理发。Đi cắt tóc.
理解,lǐjiě,to comprehend; to understand; comprehension; understanding,lý giải,hiểu,我理解你。Tôi hiểu bạn.
理论,lǐlùn,theory; CL:個|个[gè],lý luận,lý thuyết/lý luận,理论知识。Kiến thức lý thuyết.
理想,lǐxiǎng,a dream; an ideal; perfection; ideal; perfect; desirable; CL:個|个[gè],lý tưởng,lý tưởng,实现理想。Thực hiện lý tưởng.
理由,lǐyóu,reason; grounds; justification; CL:個|个[gè],lý do,lý do,充分理由。Lý do chính đáng.
粒,lì,grain; granule; classifier for small round things (peas; bullets; peanuts; pills; grains etc),lạp,hạt/viên,一粒米。Một hạt gạo.
立方,lìfāng,cube,lập phương,khối/lập phương,立方米。Mét khối.
立即,lìjí,immediately,lập tức,lập tức/ngay lập tức,立即行动。Hành động ngay.
立刻,lìkè,forthwith; immediate; prompt; promptly; straightway; thereupon; at once,lập khắc,lập tức/ngay lập tức,立刻出发。Khởi hành ngay.
厉害,lìhài,difficult to deal with; difficult to endure; ferocious; radical; serious; terrible; violent; tremendous; awesome,lệ hại,dữ/giỏi,他很厉害。Anh ấy rất giỏi.
力量,lìliàng,power; force; strength,lực lượng,sức mạnh/lực lượng,强大力量。Sức mạnh mạnh mẽ.
力气,lìqì,strength; CL:把[bǎ],lực khí,sức lực,没力气了。Hết sức rồi.
例如,lìrú,for example; for instance; such as,lệ như,ví dụ,例如这个。Ví dụ cái này.
利润,lìrùn,profits,lợi nhuận,lợi nhuận,获得利润。Thu được lợi nhuận.
利息,lìxī,interest (on a loan); CL:筆|笔[bǐ],lợi tức,lãi suất/tiền lãi,银行利息。Lãi suất ngân hàng.
利益,lìyì,benefit; (in sb's) interest; CL:個|个[gè],lợi ích,lợi ích,共同利益。Lợi ích chung.
利用,lìyòng,exploit; make use of; to use; to take advantage of; to utilize,lợi dụng,lợi dụng/sử dụng,利用时间。Sử dụng thời gian.
历史,lìshǐ,history; CL:門|门[mén];段[duàn],lịch sử,lịch sử,学习历史。Học lịch sử.
俩,liǎ,two (colloquial equivalent of 兩個|两个); both; some,lưỡng,hai (người),我俩。Chúng tôi hai người.
连,lián,to link; to join; to connect; continuously; in succession; including; (used with 也; 都 etc) even; company (military),liên,liên tiếp/ngay cả,连我都不知道。Ngay cả tôi cũng không biết.
连忙,liánmáng,promptly; at once,liên mang,vội vàng/lập tức,连忙道歉。Vội vàng xin lỗi.
连续剧,liánxùjù,serialized drama; dramatic series; show in parts,liên tục kịch,phim dài tập/phim truyền hình,看连续剧。Xem phim dài tập.
联合,liánhé,to combine; to join; unite; alliance,liên hợp,liên hợp/kết hợp,联合国。Liên hợp quốc.
联系,liánxì,connection; contact; relation; in touch with; to integrate; to link; to touch,liên hệ,liên hệ,保持联系。Giữ liên lạc.
脸,liǎn,face; CL:張|张[zhāng];個|个[gè],liễm,mặt,她的脸很漂亮。Mặt cô ấy rất đẹp.
恋爱,liànài,(romantic) love; in love; to have an affair; CL:個|个[gè],luyến ái,yêu đương,谈恋爱。Yêu đương.
练习,liànxí,exercise; drill; practice; CL:個|个[gè],luyện tập,luyện tập,练习汉语。Luyện tập tiếng Trung.
良好,liánghǎo,good; favorable; well; fine,lương hảo,tốt/tốt đẹp,关系良好。Quan hệ tốt đẹp.
凉快,liángkuài,nice and cold; pleasantly cool,lương khoái,mát mẻ,天气很凉快。Thời tiết rất mát mẻ.
粮食,liángshí,foodstuff; cereals; CL:種|种[zhǒng],lương thực,lương thực,粮食生产。Sản xuất lương thực.
两,liǎng,both; two; ounce; some; a few; tael; weight equal to  grams,lưỡng,hai,两个人。Hai người.
亮,liàng,bright; clear; resonant; to shine; to show; to reveal,lượng,sáng,灯很亮。Đèn rất sáng.
辆,liàng,classifier for vehicles,lượng,chiếc (xe),一辆车。Một chiếc xe.
聊天,liáotiān,to chat; to gossip,liêu thiên,trò chuyện/tán gẫu,我们聊天吧。Chúng ta trò chuyện nhé.
了不起,liǎobùqǐ,amazing; terrific; extraordinary,liễu bất khởi,tuyệt vời/phi thường,真了不起。Thật tuyệt vời.
了解,liǎojiě,to understand; to realize; to find out,liễu giải,hiểu/tìm hiểu,了解情况。Tìm hiểu tình hình.
邻居,línjū,neighbor; next door; CL:個|个[gè],lân cư,hàng xóm,我的邻居很好。Hàng xóm tôi rất tốt.
临时,línshí,at the instant sth happens; temporary; interim; ad hoc,lâm thời,tạm thời,临时决定。Quyết định tạm thời.
铃,líng,(small) bell; CL:隻|只[zhī],linh,chuông,门铃。Chuông cửa.
零,líng,zero; nought; zero sign; fractional; fragmentary; odd (of numbers); (placed between two numbers to indicate a smaller quantity followed by a larger one); fraction; (in mathematics) remainder (after division); extra; to wither and fall; to wither,linh,không,零度。0 độ.
零件,língjiàn,part; component,linh kiện,linh kiện,机器零件。Linh kiện máy móc.
零钱,língqián,change (of money); small change; pocket money,linh tiền,tiền lẻ,没有零钱。Không có tiền lẻ.
零食,língshí,between-meal nibbles; snacks,linh thực,đồ ăn vặt,吃零食。Ăn vặt.
灵活,línghuó,flexible; nimble; agile,linh hoạt,linh hoạt/linh động,头脑灵活。Đầu óc linh hoạt.
领导,lǐngdǎo,lead; leading; to lead; leadership; leader; CL:位[wèi];個|个[gè],lãnh đạo,lãnh đạo,领导干部。Cán bộ lãnh đạo.
领域,lǐngyù,domain; sphere; field; territory; area,lãnh vực,lãnh vực,科学领域。Lãnh vực khoa học.
另外,lìngwài,additional; in addition; besides; separate; other; moreover; furthermore,lệnh ngoại,ngoài ra,另外还有。Ngoài ra còn có.
留,liú,to leave (eg a message); to retain; to stay; to remain; to keep; to preserve,lưu,để lại/ở lại,留下来。Ở lại.
留学,liúxué,to study abroad,lưu học,du học,出国留学。Đi du học.
流传,liúchuán,to spread; to circulate; to hand down,lưu truyền,lưu truyền,广泛流传。Lưu truyền rộng rãi.
流泪,liúlèi,to shed tears,lưu lệ,rơi nước mắt,她流泪了。Cô ấy rơi nước mắt.
流利,liúlì,fluent,lưu lợi,trôi chảy,说得很流利。Nói rất trôi chảy.
流行,liúxíng,to spread; to rage (of contagious disease); popular; fashionable; prevalent; (math.) manifold,lưu hành,thịnh hành/phổ biến,流行音乐。Nhạc phổ biến.
浏览,liúlǎn,to skim over; to browse,lướt lãm,duyệt/xem qua,浏览网页。Duyệt web.
六,liù,six; 6,lục,sáu,六个学生。Sáu học sinh.
龙,lóng,dragon; CL:條|条[tiáo]; imperial,long,rồng,中国龙。Rồng Trung Quốc.
楼,lóu,house with more than 1 story; storied building; floor; CL:層|层[céng];座[zuò];棟|栋[dòng],lâu,tòa nhà/lầu,五层楼。Tòa nhà năm tầng.
漏,lòu,to leak; to divulge; to leave out by mistake; waterclock or hourglass (old),lậu,rò rỉ/bỏ sót,漏水。Rò rỉ nước.
路,lù,road; path; way; CL:條|条[tiáo],lộ,đường,这条路很长。Con đường này dài.
露,lù,dew; syrup; nectar; outdoors (not under cover); to show; to reveal; to betray; to expose,lộ,sương/lộ ra,露水。Sương móc.
陆地,lùdì,dry land (as opposed to the sea),lục địa,đất liền,在陆地上。Trên đất liền.
陆续,lùxù,in turn; successively; one after the other; bit by bit,lục tục,liên tiếp/lần lượt,陆续到达。Đến lần lượt.
录取,lùqǔ,to recruit; to enroll,lục thủ,tuyển/trúng tuyển,被录取。Được trúng tuyển.
录音,lùyīn,to record (sound); sound-recording; CL:個|个[gè],lục âm,ghi âm,录音机。Máy ghi âm.
乱,luàn,in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary,loạn,lộn xộn/rối,房间很乱。Phòng rất lộn xộn.
轮流,lúnliú,to alternate; to take turns,luân lưu,luân phiên/thay phiên,轮流值班。Trực luân phiên.
论文,lùnwén,paper; treatise; thesis; CL:篇[piān]; to discuss a paper or thesis (old),luận văn,luận văn,毕业论文。Luận văn tốt nghiệp.
逻辑,luójí,logic (loanword),la tích,logic/lô-gíc,逻辑思维。Tư duy logic.
落后,luòhòu,to fall behind; to lag (in technology etc); backward; to retrogress,lạc hậu,lạc hậu/tụt hậu,落后国家。Nước lạc hậu.
旅游,lǚyóu,trip; journey; tourism; travel; tour,du du,lữ du/du lịch,我喜欢旅游。Tôi thích du lịch.
绿,lǜ,green,lục,xanh lá cây,绿色的树。Cây xanh.
律师,lǜshī,lawyer,luật sư,luật sư,他是律师。Anh ấy là luật sư.
妈妈,māmā,mama; mommy; mother; CL:個|个[gè];位[wèi],ma ma,mẹ,妈妈在家。Mẹ ở nhà.
麻烦,máfán,inconvenient; troublesome; to trouble or bother sb; to put sb to trouble,ma phiền,phiền/phiền phức,真麻烦。Thật phiền.
马,mǎ,horse; abbr. for Malaysia 馬來西亞|马来西亚,mã,ngựa,骑马。Cưỡi ngựa.
马虎,mǎhǔ,careless; sloppy; negligent; skimpy,mã hổ,cẩu thả,别马虎。Đừng cẩu thả.
马上,mǎshàng,at once; right away; immediately; lit. on horseback,mã thượng,ngay lập tức,我马上就来。Tôi đến ngay.
骂,mà,to scold; abuse; CL:通[tòng];頓|顿[dùn],mạ,chửi/mắng,骂人。Chửi người.
吗,ma,(question tag),ma,à/hả/không?,你好吗？Bạn khỏe không?
买,mǎi,to buy; to purchase,mãi,mua,我买苹果。Tôi mua táo.
卖,mài,to sell; to betray; to spare no effort; to show off or flaunt,mại,bán,她卖水果。Cô ấy bán trái cây.
麦克风,màikèfēng,microphone (loanword),mạch khắc phong,micro/mic,用麦克风。Dùng micro.
馒头,mántou,steamed roll; steamed bun; steamed bread; CL:個|个[gè],mán đầu,bánh bao hấp,吃馒头。Ăn bánh bao.
满,mǎn,full; filled; packed; fully; completely; quite; to reach the limit; to satisfy; satisfied; contented; to fill; abbr. for Manchurian,mãn,đầy,房间满了。Phòng đầy rồi.
满意,mǎnyì,satisfied; pleased; to one's satisfaction,mãn ý,hài lòng,我很满意。Tôi rất hài lòng.
满足,mǎnzú,to satisfy; to meet (the needs of),mãn túc,thỏa mãn/hài lòng,满足需求。Đáp ứng nhu cầu.
慢,màn,slow,mạn,chậm,太慢了！Chậm quá!
忙,máng,busy; hurriedly,mang,bận,我很忙。Tôi bận.
猫,māo,cat; CL:隻|只[zhī],miêu,mèo,我有一只猫。Tôi có một con mèo.
毛,máo,hair; feather; down,mao,lông/đồng/mao,羊毛。Lông cừu.
毛病,máobìng,fault; defect; shortcomings; CL:個|个[gè],mao bệnh,bệnh/hỏng,有毛病。Có vấn đề.
毛巾,máojīn,towel; CL:條|条[tiáo],mao cân,khăn,用毛巾。Dùng khăn.
矛盾,máodùn,contradictory; contradiction; CL:個|个[gè],mâu thuẫn,mâu thuẫn,解决矛盾。Giải quyết mâu thuẫn.
冒险,màoxiǎn,to take risks; to take chances; foray; adventure,mạo hiểm,mạo hiểm,冒险精神。Tinh thần mạo hiểm.
贸易,màoyì,(commercial) trade; CL:個|个[gè],mậu dịch,thương mại/mậu dịch,国际贸易。Thương mại quốc tế.
帽子,màozi,hat; cap; CL:頂|顶[dǐng],mạo tử,mũ,戴帽子。Đội mũ.
没,méi,(negative prefix for verbs); have not; not,một,không,我没钱。Tôi không có tiền.
没关系,méiguānxì,it doesn't matter,một quan hệ,không sao,没关系！Không sao!
眉毛,méimáo,eyebrow; CL:根[gēn],mi mao,lông mày,浓眉毛。Lông mày đậm.
煤炭,méitàn,coal,mai than,than đá,煤炭资源。Tài nguyên than đá.
每,měi,each; every,mỗi,mỗi,每天。Mỗi ngày.
美丽,měilì,beautiful,mỹ lệ,xinh đẹp/đẹp đẽ,风景美丽。Phong cảnh xinh đẹp.
美术,měishù,art; fine arts; painting; CL:種|种[zhǒng],mỹ thuật,mỹ thuật,美术馆。Bảo tàng mỹ thuật.
魅力,mèilì,charm; fascination; glamor; charisma,mị lực,sức hút/quyến rũ,充满魅力。Đầy quyến rũ.
妹妹,mèimèi,younger sister; fig. younger woman (esp. girl friend or rival); CL:個|个[gè],muội muội,em gái,我妹妹。Em gái tôi.
门,mén,gate; door; CL:扇[shàn]; gateway; doorway; CL:個|个[gè]; opening; valve; switch; way to do something; knack; family; house; (religious) sect; school (of thought); class; category; phylum or division (taxonomy); classifier for large guns; classifier for lessons; subjects; branches of technology,môn,cửa,开门！Mở cửa!
梦,mèng,dream; CL:場|场[cháng];個|个[gè],mộng,giấc mơ/mơ,做梦。Mơ/Nằm mơ.
迷路,mílù,to lose the way; lost; labyrinth; labyrinthus vestibularis (of the inner ear),mê lộ,lạc đường,走迷路了。Đi lạc rồi.
谜语,míyǔ,riddle; conundrum,mê ngữ,câu đố,猜谜语。Đoán câu đố.
米,mǐ,rice; CL:粒[lì]; meter (classifier),mễ,gạo/mét,一米长。Dài một mét.
米饭,mǐfàn,(cooked) rice,mễ phạn,cơm,我爱吃米饭。Tôi thích ăn cơm.
蜜蜂,mìfēng,bee; honeybee; CL:隻|只[zhī];群[qún],mật phong,ong mật,采蜜蜂。Ong mật.
密码,mìmǎ,code; secret code; password; pin number,mật mã,mật khẩu,输入密码。Nhập mật khẩu.
密切,mìqiè,close; familiar; intimate; closely (related); to foster close ties; to pay close attention,mật thiết,mật thiết/gần gũi,密切关系。Quan hệ mật thiết.
秘密,mìmì,secret; CL:個|个[gè],bí mật,bí mật,保守秘密。Giữ bí mật.
秘书,mìshū,secretary,bí thư,thư ký,总经理秘书。Thư ký tổng giám đốc.
棉花,miánhuā,cotton,miên hoa,bông,种棉花。Trồng bông.
免费,miǎnfèi,free (of charge),miễn phí,miễn phí,免费参观。Tham quan miễn phí.
面包,miànbāo,bread; CL:片[piàn];袋[dài];塊|块[kuài],diện bao,bánh mì,吃面包。Ăn bánh mì.
面对,miànduì,to confront; to face,diện đối,đối mặt,面对困难。Đối mặt khó khăn.
面积,miànjī,surface area,diện tích,diện tích,房子面积。Diện tích nhà.
面临,miànlín,to face sth; to be confronted with,diện lâm,đương đầu/đối mặt,面临挑战。Đối mặt thử thách.
面条,miàntiáo,noodles,diện điều,mì,吃面条。Ăn mì.
苗条,miáotiáo,slim; slender; graceful,miêu điều,thon thả/mảnh mai,身材苗条。Dáng người thon thả.
描写,miáoxiě,to describe; to depict; to portray; description,miêu tả,miêu tả,描写人物。Miêu tả nhân vật.
秒,miǎo,second (of time); unit of angle or arc equivalent to one sixtieth of a degree,miểu,giây,一秒钟。Một giây.
民主,mínzhǔ,democracy,dân chủ,dân chủ,民主制度。Chế độ dân chủ.
民族,mínzú,nationality; ethnic group; CL:個|个[gè],dân tộc,dân tộc,少数民族。Dân tộc thiểu số.
明白,míngbái,clear; obvious; unequivocal; to understand; to realize,minh bạch,hiểu/rõ ràng,我明白了。Tôi hiểu rồi.
明确,míngquè,clear-cut; definite; explicit; to clarify; to specify; to make definite,minh xác,rõ ràng/minh bạch,态度明确。Thái độ rõ ràng.
明天,míngtiān,tomorrow,minh thiên,ngày mai,明天见。Hẹn gặp ngày mai.
明显,míngxiǎn,clear; distinct; obvious,minh hiển,rõ ràng/hiển nhiên,效果明显。Hiệu quả rõ rệt.
明信片,míngxìnpiàn,postcard,minh tín phiến,bưu thiếp,寄明信片。Gửi bưu thiếp.
明星,míngxīng,star; celebrity,minh tinh,ngôi sao,电影明星。Ngôi sao điện ảnh.
名牌,míngpái,famous brand,danh bài,hàng hiệu,名牌大学。Đại học danh tiếng.
名片,míngpiàn,(business) card,danh thiếp,danh thiếp,交换名片。Trao đổi danh thiếp.
名胜古迹,míngshènggǔjì,historical sites and scenic spots,danh thắng cổ tích,danh lam thắng cảnh/di tích lịch sử,这里有很多名胜古迹。Ở đây có nhiều danh lam thắng cảnh.
名字,míngzì,name (of a person or thing); CL:個|个[gè],danh tự,tên,你的名字是什么？Tên bạn là gì?
命令,mìnglìng,order; command; CL:道[dào];個|个[gè],mệnh lệnh,mệnh lệnh,服从命令。Tuân lệnh.
命运,mìngyùn,fate; destiny; CL:個|个[gè],mệnh vận,số phận/vận mệnh,改变命运。Thay đổi số phận.
摸,mō,to feel with the hand; to touch; to stroke; to grope; to feel (one's pulse),mô,sờ/rờ,摸一下。Sờ thử.
模仿,mófǎng,to imitate; to copy; to emulate; to mimic; model,mô phỏng,bắt chước/mô phỏng,模仿别人。Bắt chước người khác.
模糊,móhú,vague; indistinct; fuzzy,mô hồ,mờ nhạt/mơ hồ,记忆模糊。Ký ức mờ nhạt.
摩托车,mótuōchē,motorbike; motorcycle; CL:輛|辆[liàng];部[bù],ma đà xa,xe máy,骑摩托车。Đi xe máy.
陌生,mòshēng,strange; unfamiliar,mạch sinh,xa lạ,陌生人。Người lạ.
某,mǒu,some; a certain; sb or sth indefinite; such-and-such,mỗ,một/nào đó,某人。Một người nào đó.
母亲,mǔqīn,mother; also pr. with light tone [mǔ qin]; CL:個|个[gè],mẫu thân,mẹ,我的母亲。Mẹ tôi.
目标,mùbiāo,target; goal; objective; CL:個|个[gè],mục tiêu,mục tiêu,实现目标。Đạt mục tiêu.
目的,mùdì,purpose; aim; goal; target; objective; CL:個|个[gè],mục đích,mục đích,学习目的。Mục đích học tập.
目录,mùlù,catalog; table of contents; directory (on computer hard drive); list; contents,mục lục,mục lục,书的目录。Mục lục sách.
目前,mùqián,at the present time; currently,mục tiền,hiện nay/lúc này,目前情况。Tình hình hiện nay.
木头,mùtou,slow-witted; blockhead; log (of wood; timber etc); CL:塊|块[kuài];根[gēn],mộc đầu,gỗ/ngốc,木头人。Người ngốc.
拿,ná,to hold; to seize; to catch; to apprehend; to take,nã,cầm/lấy,拿书。Cầm sách.
哪,nǎ,how; which,nả,nào,你去哪？Bạn đi đâu?
哪怕,nǎpà,even; even if; even though; no matter how,na phạ,dù/cho dù,哪怕困难。Dù khó khăn.
那,nà,that; those; then (in that case); commonly pr. nèi before a classifier; esp. in Beijing,na,đó/kia,那是我的。Cái đó là của tôi.
奶奶,nǎinǎi,(informal) father's mother; paternal grandmother; CL:位[wèi],nãi nãi,bà (nội),我奶奶80岁了。Bà tôi 80 tuổi rồi.
耐心,nàixīn,patient (adjective),nại tâm,kiên nhẫn,要耐心。Phải kiên nhẫn.
南,nán,south,nam,nam/phương Nam,南方很热。Miền Nam rất nóng.
难,nán,difficult (to...); problem; difficulty; difficult; not good,nan,khó,这个问题很难。Câu hỏi này rất khó.
难道,nándào,don't tell me ...; could it be that...?,nan đạo,chẳng lẽ/có lẽ,难道你不知道？Chẳng lẽ bạn không biết?
难怪,nánguài,(it's) no wonder (that...); (it's) not surprising (that),nan quái,không lạ gì/bảo sao,难怪他生气。Bảo sao anh ấy giận.
难过,nánguò,feel sorry; be grieved,nan quá,buồn/khó chịu,我很难过。Tôi rất buồn.
难看,nánkàn,ugly; unsightly,nan khán,xấu xí/khó coi,很难看。Rất xấu.
难受,nánshòu,to feel unwell; to suffer pain; to be difficult to bear,nan thọ,khó chịu,我很难受。Tôi rất khó chịu.
男人,nánrén,a man; a male; men; CL:個|个[gè],nam nhân,đàn ông,那个男人是谁？Người đàn ông đó là ai?
脑袋,nǎodài,head; skull; brains; mental capability; CL:顆|颗[kē];個|个[gè],não đại,đầu,摇脑袋。Lắc đầu.
呢,ne,(question particle for subjects already mentioned),ni,thì sao?,你呢？Còn bạn?
内,nèi,inside; inner; internal; within; interior,nội,trong,在国内。Trong nước.
内科,nèikē,medicine; internal medicine; i.e. treatment by administering drugs; as opposed to surgical intervention 外科[wài kē]; medical department,nội khoa,nội khoa,内科医生。Bác sĩ nội khoa.
内容,nèiróng,content; substance; details; CL:個|个[gè];項|项[xiàng],nội dung,nội dung,文章内容。Nội dung bài viết.
嫩,nèn,tender; soft; delicate; light (color); inexperienced; unskilled,nộn,non/mềm,很嫩。Rất non.
能,néng,to be able to; to be capable of; ability; capability; able; capable; can possibly; (usually used in the negative) to have the possibility of,năng,có thể,我能来。Tôi có thể đến.
能干,nénggàn,capable; competent,năng cán,có năng lực/giỏi,很能干。Rất có năng lực.
能力,nénglì,capability; capable; able; ability; CL:個|个[gè],năng lực,năng lực,工作能力。Năng lực làm việc.
能源,néngyuán,energy; power source; CL:個|个[gè],năng nguyên,năng lượng,能源危机。Khủng hoảng năng lượng.
你,nǐ,you (informal; as opposed to polite 您[nín]),nễ,bạn,你好吗？Bạn khỏe không?
年,nián,year; CL:個|个[gè],niên,năm,今年是2025年。Năm nay là 2025.
年代,niándài,a decade of a century (e.g. the Sixties); age; era; period; CL:個|个[gè],niên đại,niên đại/thập kỷ,八十年代。Thập niên 80.
年级,niánjí,grade; CL:個|个[gè],niên cấp,khối/lớp,我上三年级。Tôi học lớp ba.
年纪,niánjì,age; CL:把[bǎ];個|个[gè],niên kỷ,tuổi tác,年纪大。Tuổi cao.
年龄,niánlíng,(a person's) age; CL:把[bǎ];個|个[gè],niên linh,tuổi/độ tuổi,他的年龄。Tuổi của anh ấy.
年轻,niánqīng,young,niên khinh,trẻ/trẻ tuổi,他很年轻。Anh ấy rất trẻ.
念,niàn,to read; to study (a degree course); to read aloud; to miss (sb); idea; remembrance; twenty (banker's anti-fraud numeral corresponding to 廿; 2),niệm,đọc/nhớ,念书。Đọc sách.
鸟,niǎo,bird; CL:隻|只[zhī];群[qún],điểu,chim,树上有一只鸟。Trên cây có một con chim.
您,nín,you (polite; as opposed to informal 你[nǐ]),nhân,ngài,您好吗？Ngài khỏe không?
宁可,nìngkě,preferably; one would prefer to...(or not to...); would rather; (would) be better to; (to pick) the lesser of two evils,ninh khả,thà rằng,宁可不去。Thà rằng không đi.
牛奶,niúnǎi,cow's milk; CL:瓶[píng];杯[bēi],ngưu nãi,sữa bò,我喝牛奶。Tôi uống sữa.
牛仔裤,niúzǎikù,jeans; CL:條|条[tiáo]; also written 牛崽褲|牛崽裤,ngưu tử khố,quần jean,穿牛仔裤。Mặc quần jean.
浓,nóng,concentrated; dense,nồng,đậm/đặc,味道浓。Vị đậm.
农村,nóngcūn,rural area; village; CL:個|个[gè],nông thôn,nông thôn,在农村。Ở nông thôn.
农民,nóngmín,peasant; CL:個|个[gè],nông dân,nông dân,农民生活。Đời sống nông dân.
农业,nóngyè,agriculture; farming,nông nghiệp,nông nghiệp,农业发展。Phát triển nông nghiệp.
弄,nòng,to do; to manage; to handle; to play with; to fool with; to mess with; to fix; to toy with,lộng,làm/sửa,弄好了。Làm xong rồi.
努力,nǔlì,great effort; to strive; to try hard,nỗ lực,nỗ lực/cố gắng,我们要努力学习。Chúng ta phải học hành chăm chỉ.
暖和,nuǎnhuo,warm; nice and warm,noãn hòa,ấm áp,天气很暖和。Thời tiết rất ấm.
女儿,nǚér,daughter,nữ nhi,con gái,我有一个女儿。Tôi có một con gái.
女人,nǚrén,woman,nữ nhân,phụ nữ,那个女人很漂亮。Người phụ nữ đó rất đẹp.
女士,nǚshì,lady; madam; CL:個|个[gè];位[wèi],nữ sĩ,phụ nữ/quý bà,女士们。Các quý bà.
偶尔,ǒuěr,occasionally; once in a while; sometimes,ngẫu nhĩ,thỉnh thoảng,偶尔去。Thỉnh thoảng đi.
偶然,ǒurán,incidentally; occasional; occasionally; by chance; randomly,ngẫu nhiên,ngẫu nhiên/tình cờ,偶然遇见。Tình cờ gặp.
爬山,páshān,to climb a mountain; to mountaineer; hiking; mountaineering,pha san,leo núi,周末我们去爬山。Cuối tuần chúng tôi đi leo núi.
拍,pāi,to pat; to clap; to slap; fly-swatter; racket; to take (a photograph),phách,vỗ/chụp,拍照片。Chụp ảnh.
排队,páiduì,to line up,bài đội,xếp hàng,排队买票。Xếp hàng mua vé.
排列,páiliè,array; arrangement; permutation (i.e. ordered choice of n elements out of m),bài liệt,xếp hàng/sắp xếp,排列整齐。Xếp hàng ngay ngắn.
排球,páiqiú,volleyball; CL:個|个[gè],bài cầu,bóng chuyền,打排球。Đánh bóng chuyền.
派,pài,clique; school; group; faction; to dispatch; to send; to assign; to appoint; pi (Greek letter Ππ); the circular ratio pi = 3.1412,phái,phái/gửi,学派。Học phái.
盘子,pánzi,tray; plate; dish; CL:個|个[gè],bàn tử,đĩa/dĩa,一个盘子。Một cái đĩa.
判断,pànduàn,to decide; to determine; CL:個|个[gè],phán đoán,phán đoán,判断情况。Phán đoán tình hình.
盼望,pànwàng,to hope for; look forward to,phán vọng,mong chờ/hy vọng,盼望成功。Mong chờ thành công.
旁边,pángbiān,lateral; side; to the side; beside,bàng biên,bên cạnh,我在你旁边。Tôi ở bên cạnh bạn.
胖,pàng,fat; plump,phệ,béo,他很胖。Anh ấy rất béo.
跑步,pǎobù,to walk quickly; to march; to run,bào bộ,chạy bộ,我每天跑步。Tôi chạy bộ mỗi ngày.
陪,péi,to accompany; to keep sb company,bồi,đi cùng/tháp tùng,陪我去。Đi cùng tôi.
赔偿,péicháng,to compensate,bồi thường,bồi thường,赔偿损失。Bồi thường thiệt hại.
培养,péiyǎng,to train; culture; to bring up; to groom (for a position),bồi dưỡng,đào tạo/nuôi dưỡng,培养人才。Đào tạo nhân tài.
佩服,pèifú,admire,bội phục,khâm phục/ngưỡng mộ,很佩服。Rất khâm phục.
配合,pèihé,matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine,phối hợp,phối hợp/kết hợp,互相配合。Phối hợp lẫn nhau.
盆,pén,basin; flower pot; unit of volume equal to 12 斗 and 8 升; approx 12 liters; CL:個|个[gè],bồn,chậu/bồn,洗脸盆。Chậu rửa mặt.
