Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
节目,jiémù,program; item (on a program); CL:臺|台[tái];個|个[gè];套[tào],tiết mục,chương trình,电视节目。Chương trình TV.
节日,jiérì,holiday; festival; CL:個|个[gè],tiết nhật,ngày lễ,春节是中国的节日。Tết là ngày lễ của Trung Quốc.
节约,jiéyuē,to economize; to conserve (resources); economy; frugal,tiết ước,tiết kiệm,节约用水。Tiết kiệm nước.
姐姐,jiějie,older sister; CL:個|个[gè],tỉ tỉ,chị gái,我姐姐。Chị tôi.
解决,jiějué,to settle (a dispute); to resolve; to solve,giải quyết,giải quyết,解决问题。Giải quyết vấn đề.
解释,jiěshì,explanation; to explain; to interpret; to resolve; CL:個|个[gè],giải thích,giải thích,解释一下。Giải thích một chút.
借,jiè,to lend; to borrow; excuse; pretext; by means of; to seize (an opportunity); to take (an opportunity),tá,mượn/cho mượn,我借你书。Tôi cho bạn mượn sách.
介绍,jièshào,to present; to introduce; to recommend; to suggest; to let know; to brief,giới thiệu,giới thiệu,我来介绍一下。Để tôi giới thiệu.
今天,jīntiān,today; at the present; now,kim thiên,hôm nay,今天是星期三。Hôm nay là thứ tư.
尽管,jǐnguǎn,despite; although; even though; in spite of; unhesitatingly; do not hesitate (to ask; complain etc); (go ahead and do it) without hesitating,tận quản,mặc dù,尽管很难;我也要做。Mặc dù khó nhưng tôi cũng làm.
紧张,jǐnzhāng,nervous; keyed up; intense; tense; strained; in short supply; scarce; CL:陣|阵[zhèn],khẩn trương,căng thẳng/lo lắng,我很紧张。Tôi rất lo lắng.
近,jìn,near; close to; approximately,cận,gần,我家很近。Nhà tôi rất gần.
进,jìn,to advance; to enter; to come (or go) into; to receive or admit; to eat or drink; to submit or present; (used after a verb) into; in; to score a goal,tiến,tiến vào,请进。Mời vào.
进行,jìnxíng,to advance; to conduct; underway; in progress; to do; to carry out; to carry on; to execute,tiến hành,tiến hành,进行讨论。Tiến hành thảo luận.
禁止,jìnzhǐ,to prohibit; to forbid; to ban,cấm chỉ,cấm,禁止吸烟。Cấm hút thuốc.
精彩,jīngcǎi,brilliant; splendid,tinh thái,tuyệt vời/xuất sắc,表演很精彩。Buổi biểu diễn rất tuyệt vời.
精神,jīngshén,spirit; mind; consciousness; thought; mental; psychological; essence; gist; CL:個|个[gè],tinh thần,tinh thần,精神很好。Tinh thần rất tốt.
经常,jīngcháng,day to day; everyday; daily; frequently; constantly; regularly; often,kinh thường,thường xuyên,我经常运动。Tôi thường xuyên tập thể dục.
经过,jīngguò,to pass; to go through; process; course; CL:個|个[gè],kinh qua,qua/trải qua,经过这里。Đi qua đây.
经济,jīngjì,economy; economic,kinh tế,kinh tế,经济发展。Phát triển kinh tế.
经理,jīnglǐ,manager; director; CL:個|个[gè];位[wèi];名[míng],kinh lí,giám đốc/quản lý,他是经理。Anh ấy là giám đốc.
经历,jīnglì,experience; CL:個|个[gè];次[cì]; to experience; to go through,kinh lịch,trải qua/kinh nghiệm,人生经历。Trải nghiệm cuộc đời.
经验,jīngyàn,to experience; experience,kinh nghiệm,kinh nghiệm,工作经验。Kinh nghiệm làm việc.
京剧,jīngjù,Beijing opera; CL:場|场[chǎng];出[chū],Kinh kịch,kịch Kinh,看京剧。Xem kịch Kinh.
警察,jǐngchá,police; policeman; policewoman; CL:個|个[gè],cảnh sát,cảnh sát,他是警察。Anh ấy là cảnh sát.
竟然,jìngrán,unexpectedly; to one's surprise; in spite of everything; in that crazy way; actually; to go as far as to,cánh nhiên,thật ra/không ngờ,他竟然不知道。Anh ấy không ngờ không biết.
竞争,jìngzhēng,to compete; competition,cạnh tranh,cạnh tranh,市场竞争。Cạnh tranh thị trường.
镜子,jìngzi,mirror; CL:面[miàn];個|个[gè],kính tử,gương,照镜子。Soi gương.
究竟,jiūjìng,after all (when all is said and done); actually; outcome; result,cứu cánh,rốt cuộc/cuối cùng,究竟怎么回事？Rốt cuộc chuyện gì vậy?
九,jiǔ,nine; 9,cửu,chín,我有九个苹果。Tôi có chín quả táo.
久,jiǔ,(long) time; (long) duration of time,cửu,lâu,很久没见。Lâu không gặp.
旧,jiù,old; opposite: new 新; former; worn (with age),cựu,cũ,旧衣服。Quần áo cũ.
就,jiù,at once; right away; only; just (emphasis); as early as; already; as soon as; then; in that case; as many as; even if; to approach; to move towards; to undertake; to engage in; to suffer; subjected to; to accomplish; to take advantage of; to go with (of foods); with regard to; concerning,tựu,thì/liền,我马上就来。Tôi đến ngay.
举办,jǔbàn,to conduct; to hold,cử bạn,tổ chức,举办活动。Tổ chức hoạt động.
举行,jǔxíng,to hold (a meeting; ceremony etc),cử hành,tổ chức/cử hành,举行会议。Tổ chức hội nghị.
拒绝,jùjué,to refuse; to decline; to reject,cự tuyệt,từ chối,拒绝邀请。Từ chối lời mời.
距离,jùlí,distance; to be apart; CL:個|个[gè],cự li,khoảng cách,很近的距离。Khoảng cách rất gần.
句子,jùzi,sentence; CL:個|个[gè],cú tử,câu,这个句子很长。Câu này rất dài.
觉得,juéde,to think; to feel,giác đắc,cảm thấy,我觉得很开心。Tôi cảm thấy rất vui.
决定,juédìng,to decide (to do something); to resolve; decision; CL:個|个[gè];項|项[xiàng]; certainly,quyết định,quyết định,我决定去北京。Tôi quyết định đi Bắc Kinh.
咖啡,kāfēi,coffee; CL:杯[bēi],ca phi,cà phê,我喝咖啡。Tôi uống cà phê.
开,kāi,to open; to start; to turn on; to boil; to write out (a medical prescription); to operate (vehicle); abbr. for 開爾文|开尔文 degrees Kelvin,khai,mở,开门！Mở cửa!
开始,kāishǐ,to begin; beginning; to start; initial; CL:個|个[gè],khai thủy,bắt đầu,我们开始吧。Chúng ta bắt đầu thôi.
开玩笑,kāiwánxiào,to play a joke; to make fun of; to joke,khai hoàn tiếu,đùa/nói đùa,别开玩笑。Đừng đùa.
看,kàn,to see; to look at; to read; to watch; to consider; to regard as; to view as; to treat as; to judge; (after repeated verb) to give it a try; depending on (how you're judging); to visit; to call on; to treat (an illness); to look after; Watch out! (for a danger),khán,xem/nhìn,我看书。Tôi đọc sách.
看法,kànfǎ,way of looking at a thing; view; opinion; CL:個|个[gè],khán pháp,quan điểm/ý kiến,我的看法。Quan điểm của tôi.
看见,kànjiàn,to see; to catch sight of,khán kiến,nhìn thấy,我看见他了。Tôi nhìn thấy anh ấy.
考虑,kǎolǜ,to think over; to consider; consideration,khảo lự,cân nhắc/suy nghĩ,考虑一下。Cân nhắc một chút.
考试,kǎoshì,exam; CL:次[cì],khảo thí,thi,我明天考试。Ngày mai tôi thi.
棵,kē,classifier for trees; cabbages; plants etc,kha,(lượng từ cho cây),一棵树。Một cái cây.
科学,kēxué,science; scientific knowledge; scientific; CL:門|门[mén];個|个[gè];種|种[zhǒng],khoa học,khoa học,学习科学。Học khoa học.
咳嗽,késou,to cough; CL:陣|阵[zhèn],khái thấu,ho,我咳嗽了。Tôi bị ho.
渴,kě,thirsty,khát,khát,我很渴。Tôi khát lắm.
可爱,kěài,amiable; cute; lovely,khả ái,dễ thương,这个孩子很可爱。Đứa trẻ này rất dễ thương.
可怜,kělián,pitiful; pathetic,khả liên,tội nghiệp,他很可怜。Anh ấy rất tội nghiệp.
可能,kěnéng,might (happen); possible; probable; possibility; probability; maybe; perhaps; CL:個|个[gè],khả năng,có thể,他可能来。Anh ấy có thể đến.
可是,kěshì,but; however,khả thị,nhưng,我想去;可是没时间。Tôi muốn đi nhưng không có thời gian.
可惜,kěxī,it is a pity; what a pity; (it's) too bad,khả tích,tiếc,真可惜。Thật tiếc.
可以,kěyǐ,can; may; possible; able to,khả dĩ,có thể,可以进来吗？Có thể vào không?
刻,kè,quarter (hour); moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals,khắc,khắc (15 phút),三点一刻。3 giờ 15 phút.
课,kè,subject; course; class; lesson; CL:堂[táng];节|節[jié];門|门[mén],khóa,bài học,上课了。Vào học rồi.
客人,kèrén,visitor; guest; customer; client; CL:位[wèi],khách nhân,khách,今天有客人来。Hôm nay có khách đến.
肯定,kěndìng,to be sure; to be certain; sure; certain; definite; to confirm; to affirm; affirmative,khẳng định,chắc chắn/khẳng định,我肯定。Tôi chắc chắn.
空气,kōngqì,air; atmosphere,không khí,không khí,空气很好。Không khí rất tốt.
空调,kōngtiáo,air conditioning,không điều,điều hòa,开空调。Bật điều hòa.
恐怕,kǒngpà,fear; to dread; I'm afraid that...; perhaps; maybe,khủng phạ,e rằng/sợ rằng,恐怕不行。E rằng không được.
口,kǒu,mouth; classifier for things with mouths (people; domestic animals; cannons; wells etc),khẩu,miệng,张开口。Mở miệng.
哭,kū,to cry; to weep,khốc,khóc,她在哭。Cô ấy đang khóc.
苦,kǔ,bitter; hardship; pain; to suffer; painstaking,khổ,đắng/khổ,这药很苦。Thuốc này rất đắng.
裤子,kùzi,trousers; pants; CL:條|条[tiáo],khố tử,quần,一条裤子。Một cái quần.
块,kuài,lump (of earth); chunk; piece; classifier for pieces of cloth; cake; soap etc; colloquial word for yuan (or other unit of currency such as Hong Kong or US dollar etc); usually as 塊錢|块钱,khối,đồng/miếng,一块钱：1 tệ
快,kuài,rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plain-spoken; gratified; pleased; pleasant,khối,nhanh,他跑得很快。Anh ấy chạy rất nhanh.
快乐,kuàilè,happy; merry,khoái lạc,vui vẻ,生日快乐！Chúc mừng sinh nhật!
筷子,kuàizi,chopsticks; CL:對|对[duì];根[gēn];把[bǎ];雙|双[shuāng],khoái tử,đũa,用筷子吃饭。Ăn cơm bằng đũa.
宽,kuān,lenient; wide; broad,khoan,rộng,房间很宽。Phòng rất rộng.
困,kùn,to trap; to surround; hard-pressed; stranded; destitute,khốn,buồn ngủ,我很困。Tôi buồn ngủ lắm.
困难,kùnnan,(financial etc) difficulty; problem; issue; CL:個|个[gè],khốn nan,khó khăn,遇到困难。Gặp khó khăn.
扩大,kuòdà,to expand; to enlarge; to broaden one's scope,khoách đại,mở rộng,扩大规模。Mở rộng quy mô.
拉,lā,to pull; to play (string instruments); to drag; to draw,lạp,kéo,拉门。Kéo cửa.
垃圾桶,lājītǒng,rubbish bin,lạp cơ đổng,thùng rác,扔到垃圾桶。Vứt vào thùng rác.
辣,là,hot (spicy); pungent,lạt,cay,这个菜很辣。Món này rất cay.
来,lái,to come; to arrive; to come round; ever since; next,lai,đến,你来这儿。Bạn đến đây.
来不及,láibují,there's not enough time (to do sth); it's too late (to do sth),lai bất cập,không kịp,来不及了。Không kịp rồi.
来得及,láidejí,there's still time; able to do sth in time,lai đắc cập,kịp,还来得及。Còn kịp.
蓝,lán,blue; indigo plant,lam,xanh/xanh lam,蓝色的天空。Bầu trời xanh.
懒,lǎn,lazy,lãn,lười,他很懒。Anh ấy rất lười.
浪费,làngfèi,to waste; to squander,lãng phí,lãng phí,别浪费时间。Đừng lãng phí thời gian.
浪漫,làngmàn,romantic,lãng mạn,lãng mạn,很浪漫。Rất lãng mạn.
老,lǎo,prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough,lão,già,老人。Người già.
老虎,lǎohǔ,tiger; CL:隻|只[zhī],lão hổ,hổ/cọp,老虎很凶。Hổ rất dữ.
老师,lǎoshī,teacher; CL:個|个[gè];位[wèi],lão sư,giáo viên,我是老师。Tôi là giáo viên.
了,le,(modal particle intensifying preceding clause); (completed action marker),liễu,(trợ từ) đã,我吃了。Tôi ăn rồi.
累,lèi,tired; weary; to strain; to wear out; to work hard,lệ,mệt,我很累。Tôi rất mệt.
冷,lěng,cold,lãnh,lạnh,今天很冷。Hôm nay rất lạnh.
冷静,lěngjìng,calm; cool-headed,lãnh tĩnh,bình tĩnh,保持冷静。Giữ bình tĩnh.
离,lí,to leave; to part from; to be away from; (in giving distances) from; without (sth); independent of; one of the eight trigrams of the Book of Changes representing fire (old),ly,cách,学校离这里很近。Trường cách đây rất gần.
离开,líkāi,to depart; to leave,li khai,rời khỏi/rời,我要离开了。Tôi phải đi rồi.
里,lǐ,lining; interior; inside; internal; also written 裡|里 [lǐ],lí,bên trong,在家里：ở trong nhà.
理发,lǐfà,a barber; hairdressing,lý phát,cắt tóc,去理发。Đi cắt tóc.
理解,lǐjiě,to comprehend; to understand; comprehension; understanding,lý giải,hiểu,我理解你。Tôi hiểu bạn.
理想,lǐxiǎng,a dream; an ideal; perfection; ideal; perfect; desirable; CL:個|个[gè],lý tưởng,lý tưởng,实现理想。Thực hiện lý tưởng.
礼貌,lǐmào,courtesy; manners,lễ mạo,lịch sự,他很礼貌。Anh ấy rất lịch sự.
礼物,lǐwù,gift; present; CL:件[jiàn];個|个[gè];份[fèn],lễ vật,quà tặng,送礼物。Tặng quà.
厉害,lìhai,difficult to deal with; difficult to endure; ferocious; radical; serious; terrible; violent; tremendous; awesome,lệ hại,dữ/giỏi,他很厉害。Anh ấy rất giỏi.
力气,lìqi,strength; CL:把[bǎ],lực khí,sức lực,没力气了。Hết sức rồi.
例如,lìrú,for example; for instance; such as,lệ như,ví dụ,例如这个。Ví dụ cái này.
历史,lìshǐ,history; CL:門|门[mén];段[duàn],lịch sử,lịch sử,学习历史。Học lịch sử.
俩,liǎ,two (colloquial equivalent of 兩個|两个); both; some,lưỡng,hai (người),我俩。Chúng tôi hai người.
连,lián,to link; to join; to connect; continuously; in succession; including; (used with 也; 都 etc) even; company (military),liên,liên tiếp/ngay cả,连我都不知道。Ngay cả tôi cũng không biết.
联系,liánxì,connection; contact; relation; in touch with; to integrate; to link; to touch,liên hệ,liên hệ,保持联系。Giữ liên lạc.
脸,liǎn,face; CL:張|张[zhāng];個|个[gè],liễm,mặt,她的脸很漂亮。Mặt cô ấy rất đẹp.
练习,liànxí,exercise; drill; practice; CL:個|个[gè],luyện tập,luyện tập,练习汉语。Luyện tập tiếng Trung.
凉快,liángkuai,nice and cold; pleasantly cool,lương khoái,mát mẻ,天气很凉快。Thời tiết rất mát mẻ.
两,liǎng,both; two; ounce; some; a few; tael; weight equal to  grams,lưỡng,hai,两个人。Hai người.
亮,liàng,bright; clear; resonant; to shine; to show; to reveal,lượng,sáng,灯很亮。Đèn rất sáng.
辆,liàng,classifier for vehicles,lượng,chiếc (xe),一辆车。Một chiếc xe.
聊天,liáotiān,to chat; to gossip,liêu thiên,trò chuyện/tán gẫu,我们聊天吧。Chúng ta trò chuyện nhé.
了解,liǎojiě,to understand; to realize; to find out,liễu giải,hiểu/tìm hiểu,了解情况。Tìm hiểu tình hình.
邻居,línjū,neighbor; next door; CL:個|个[gè],lân cư,hàng xóm,我的邻居很好。Hàng xóm tôi rất tốt.
零,líng,zero; nought; zero sign; fractional; fragmentary; odd (of numbers); (placed between two numbers to indicate a smaller quantity followed by a larger one); fraction; (in mathematics) remainder (after division); extra; to wither and fall; to wither,linh,không,零度。0 độ.
另外,lìngwài,additional; in addition; besides; separate; other; moreover; furthermore,lệnh ngoại,ngoài ra,另外还有。Ngoài ra còn có.
留,liú,to leave (eg a message); to retain; to stay; to remain; to keep; to preserve,lưu,để lại/ở lại,留下来。Ở lại.
留学,liúxué,to study abroad,lưu học,du học,出国留学。Đi du học.
流泪,liúlèi,to shed tears,lưu lệ,rơi nước mắt,她流泪了。Cô ấy rơi nước mắt.
流利,liúlì,fluent,lưu lợi,trôi chảy,说得很流利。Nói rất trôi chảy.
流行,liúxíng,to spread; to rage (of contagious disease); popular; fashionable; prevalent; (math.) manifold,lưu hành,thịnh hành/phổ biến,流行音乐。Nhạc phổ biến.
六,liù,six; 6,lục,sáu,六个学生。Sáu học sinh.
楼,lóu,house with more than 1 story; storied building; floor; CL:層|层[céng];座[zuò];棟|栋[dòng],lâu,tòa nhà/lầu,五层楼。Tòa nhà năm tầng.
路,lù,road; path; way; CL:條|条[tiáo],lộ,đường,这条路很长。Con đường này dài.
乱,luàn,in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary,loạn,lộn xộn/rối,房间很乱。Phòng rất lộn xộn.
旅游,lǚyóu,trip; journey; tourism; travel; tour,du du,lữ du/du lịch,我喜欢旅游。Tôi thích du lịch.
绿,lǜ,green,lục,xanh lá cây,绿色的树。Cây xanh.
律师,lǜshī,lawyer,luật sư,luật sư,他是律师。Anh ấy là luật sư.
妈妈,māma,mama; mommy; mother; CL:個|个[gè];位[wèi],ma ma,mẹ,妈妈在家。Mẹ ở nhà.
麻烦,máfan,inconvenient; troublesome; to trouble or bother sb; to put sb to trouble,ma phiền,phiền/phiền phức,真麻烦。Thật phiền.
马,mǎ,horse; abbr. for Malaysia 馬來西亞|马来西亚,mã,ngựa,骑马。Cưỡi ngựa.
马虎,mǎhu,careless; sloppy; negligent; skimpy,mã hổ,cẩu thả,别马虎。Đừng cẩu thả.
马上,mǎshàng,at once; right away; immediately; lit. on horseback,mã thượng,ngay lập tức,我马上就来。Tôi đến ngay.
吗,ma,(question tag),ma,à/hả/không?,你好吗？Bạn khỏe không?
买,mǎi,to buy; to purchase,mãi,mua,我买苹果。Tôi mua táo.
卖,mài,to sell; to betray; to spare no effort; to show off or flaunt,mại,bán,她卖水果。Cô ấy bán trái cây.
满,mǎn,full; filled; packed; fully; completely; quite; to reach the limit; to satisfy; satisfied; contented; to fill; abbr. for Manchurian,mãn,đầy,房间满了。Phòng đầy rồi.
满意,mǎnyì,satisfied; pleased; to one's satisfaction,mãn ý,hài lòng,我很满意。Tôi rất hài lòng.
慢,màn,slow,mạn,chậm,太慢了！Chậm quá!
忙,máng,busy; hurriedly,mang,bận,我很忙。Tôi bận.
猫,māo,cat; CL:隻|只[zhī],miêu,mèo,我有一只猫。Tôi có một con mèo.
毛巾,máojīn,towel; CL:條|条[tiáo],mao cân,khăn,用毛巾。Dùng khăn.
帽子,màozi,hat; cap; CL:頂|顶[dǐng],mạo tử,mũ,戴帽子。Đội mũ.
没,méi,(negative prefix for verbs); have not; not,một,không,我没钱。Tôi không có tiền.
没关系,méiguānxi,it doesn't matter,một quan hệ,không sao,没关系！Không sao!
每,měi,each; every,mỗi,mỗi,每天。Mỗi ngày.
美丽,měilì,beautiful,mỹ lệ,xinh đẹp/đẹp đẽ,风景美丽。Phong cảnh xinh đẹp.
妹妹,mèimei,younger sister; fig. younger woman (esp. girl friend or rival); CL:個|个[gè],muội muội,em gái,我妹妹。Em gái tôi.
门,mén,gate; door; CL:扇[shàn]; gateway; doorway; CL:個|个[gè]; opening; valve; switch; way to do something; knack; family; house; (religious) sect; school (of thought); class; category; phylum or division (taxonomy); classifier for large guns; classifier for lessons; subjects; branches of technology,môn,cửa,开门！Mở cửa!
梦,mèng,dream; CL:場|场[cháng];個|个[gè],mộng,giấc mơ/mơ,做梦。Mơ/Nằm mơ.
米,mǐ,rice; CL:粒[lì]; meter (classifier),mễ,gạo/mét,一米长。Dài một mét.
米饭,mǐfàn,(cooked) rice,mễ phạn,cơm,我爱吃米饭。Tôi thích ăn cơm.
密码,mìmǎ,code; secret code; password; pin number,mật mã,mật khẩu,输入密码。Nhập mật khẩu.
免费,miǎnfèi,free (of charge),miễn phí,miễn phí,免费参观。Tham quan miễn phí.
面包,miànbāo,bread; CL:片[piàn];袋[dài];塊|块[kuài],diện bao,bánh mì,吃面包。Ăn bánh mì.
面条,miàntiáo,noodles,diện điều,mì,吃面条。Ăn mì.
民族,mínzú,nationality; ethnic group; CL:個|个[gè],dân tộc,dân tộc,少数民族。Dân tộc thiểu số.
明白,míngbai,clear; obvious; unequivocal; to understand; to realize,minh bạch,hiểu/rõ ràng,我明白了。Tôi hiểu rồi.
明天,míngtiān,tomorrow,minh thiên,ngày mai,明天见。Hẹn gặp ngày mai.
名字,míngzi,name (of a person or thing); CL:個|个[gè],danh tự,tên,你的名字是什么？Tên bạn là gì?
母亲,mǔqīn,mother; also pr. with light tone [mǔ qin]; CL:個|个[gè],mẫu thân,mẹ,我的母亲。Mẹ tôi.
目的,mùdì,purpose; aim; goal; target; objective; CL:個|个[gè],mục đích,mục đích,学习目的。Mục đích học tập.
拿,ná,to hold; to seize; to catch; to apprehend; to take,nã,cầm/lấy,拿书。Cầm sách.
哪,nǎ,how; which,nả,nào,你去哪？Bạn đi đâu?
那,nà,that; those; then (in that case); commonly pr. nèi before a classifier; esp. in Beijing,na,đó/kia,那是我的。Cái đó là của tôi.
奶奶,nǎinai,(informal) father's mother; paternal grandmother; CL:位[wèi],nãi nãi,bà (nội),我奶奶80岁了。Bà tôi 80 tuổi rồi.
耐心,nàixīn,patient (adjective),nại tâm,kiên nhẫn,要耐心。Phải kiên nhẫn.
南,nán,south,nam,nam/phương Nam,南方很热。Miền Nam rất nóng.
难,nán,difficult (to...); problem; difficulty; difficult; not good,nan,khó,这个问题很难。Câu hỏi này rất khó.
难道,nándào,don't tell me ...; could it be that...?,nan đạo,chẳng lẽ/có lẽ,难道你不知道？Chẳng lẽ bạn không biết?
难过,nánguò,feel sorry; be grieved,nan quá,buồn/khó chịu,我很难过。Tôi rất buồn.
难受,nánshòu,to feel unwell; to suffer pain; to be difficult to bear,nan thọ,khó chịu,我很难受。Tôi rất khó chịu.
男人,nánrén,a man; a male; men; CL:個|个[gè],nam nhân,đàn ông,那个男人是谁？Người đàn ông đó là ai?
呢,ne,(question particle for subjects already mentioned),ni,thì sao?,你呢？Còn bạn?
内,nèi,inside; inner; internal; within; interior,nội,trong,在国内。Trong nước.
内容,nèiróng,content; substance; details; CL:個|个[gè];項|项[xiàng],nội dung,nội dung,文章内容。Nội dung bài viết.
能,néng,to be able to; to be capable of; ability; capability; able; capable; can possibly; (usually used in the negative) to have the possibility of,năng,có thể,我能来。Tôi có thể đến.
能力,nénglì,capability; capable; able; ability; CL:個|个[gè],năng lực,năng lực,工作能力。Năng lực làm việc.
你,nǐ,you (informal; as opposed to polite 您[nín]),nễ,bạn,你好吗？Bạn khỏe không?
年,nián,year; CL:個|个[gè],niên,năm,今年是2025年。Năm nay là 2025.
年级,niánjí,grade; CL:個|个[gè],niên cấp,khối/lớp,我上三年级。Tôi học lớp ba.
年龄,niánlíng,(a person's) age; CL:把[bǎ];個|个[gè],niên linh,tuổi/độ tuổi,他的年龄。Tuổi của anh ấy.
年轻,niánqīng,young,niên khinh,trẻ/trẻ tuổi,他很年轻。Anh ấy rất trẻ.
鸟,niǎo,bird; CL:隻|只[zhī];群[qún],điểu,chim,树上有一只鸟。Trên cây có một con chim.
您,nín,you (polite; as opposed to informal 你[nǐ]),nhân,ngài,您好吗？Ngài khỏe không?
牛奶,niúnǎi,cow's milk; CL:瓶[píng];杯[bēi],ngưu nãi,sữa bò,我喝牛奶。Tôi uống sữa.
农村,nóngcūn,rural area; village; CL:個|个[gè],nông thôn,nông thôn,在农村。Ở nông thôn.
弄,nòng,to do; to manage; to handle; to play with; to fool with; to mess with; to fix; to toy with,lộng,làm/sửa,弄好了。Làm xong rồi.
努力,nǔlì,great effort; to strive; to try hard,nỗ lực,nỗ lực/cố gắng,我们要努力学习。Chúng ta phải học hành chăm chỉ.
暖和,nuǎnhuo,warm; nice and warm,noãn hòa,ấm áp,天气很暖和。Thời tiết rất ấm.
女儿,nǚér,daughter,nữ nhi,con gái,我有一个女儿。Tôi có một con gái.
女人,nǚrén,woman,nữ nhân,phụ nữ,那个女人很漂亮。Người phụ nữ đó rất đẹp.
偶尔,ǒuěr,occasionally; once in a while; sometimes,ngẫu nhĩ,thỉnh thoảng,偶尔去。Thỉnh thoảng đi.
爬山,páshān,to climb a mountain; to mountaineer; hiking; mountaineering,pha san,leo núi,周末我们去爬山。Cuối tuần chúng tôi đi leo núi.
排列,páiliè,array; arrangement; permutation (i.e. ordered choice of n elements out of m),bài liệt,xếp hàng/sắp xếp,排列整齐。Xếp hàng ngay ngắn.
盘子,pánzi,tray; plate; dish; CL:個|个[gè],bàn tử,đĩa/dĩa,一个盘子。Một cái đĩa.
判断,pànduàn,to decide; to determine; CL:個|个[gè],phán đoán,phán đoán,判断情况。Phán đoán tình hình.
旁边,pángbiān,lateral; side; to the side; beside,bàng biên,bên cạnh,我在你旁边。Tôi ở bên cạnh bạn.
胖,pàng,fat; plump,phệ,béo,他很胖。Anh ấy rất béo.
跑步,pǎobù,to walk quickly; to march; to run,bào bộ,chạy bộ,我每天跑步。Tôi chạy bộ mỗi ngày.
陪,péi,to accompany; to keep sb company,bồi,đi cùng/tháp tùng,陪我去。Đi cùng tôi.
朋友,péngyou,friend; CL:個|个[gè];位[wèi],bằng hữu,bạn bè,他是我的朋友。Anh ấy là bạn tôi.
批评,pīpíng,to criticize; criticism; CL:個|个[gè],phê bình,phê bình,老师批评了我。Giáo viên phê bình tôi.
皮肤,pífū,skin; CL:種|种[zhǒng],bì phủ,da,皮肤很好。Da rất tốt.
啤酒,píjiǔ,beer; CL:杯[bēi];瓶[píng];罐[guàn];桶[tǒng];缸[gāng],tì tửu,bia,喝啤酒。Uống bia.
脾气,píqì,temperament; disposition; temper; CL:個|个[gè],tì khí,tính khí/tính tình,他脾气好。Tính anh ấy tốt.
篇,piān,sheet; piece of writing; bound set of bamboo slips used for record keeping (old); classifier for written items: chapter; article,thiên,(lượng từ cho bài viết),一篇文章。Một bài viết.
便宜,piányi,small advantages; to let sb off lightly; cheap; inexpensive,tiện nghi,rẻ,很便宜。Rẻ lắm.
骗,piàn,to cheat; to swindle; to deceive; to fool; to hoodwink; to trick,phiến,lừa,骗人。Lừa người.
票,piào,ticket; ballot; bank note; CL:張|张[zhāng]; person held for ransom; amateur performance of Chinese opera; classifier for shipments and business transactions (topolect),phiếu,vé,一张票。Một vé.
漂亮,piàoliang,pretty; beautiful,phiếu lượng,xinh đẹp,她很漂亮。Cô ấy rất đẹp.
乒乓球,pīngpāngqiú,table tennis; ping-pong; ping pong; table tennis ball; CL:個|个[gè],banh bàn,bóng bàn,打乒乓球。Chơi bóng bàn.
苹果,píngguǒ,apple; CL:個|个[gè];顆|颗[kē],bình quả,táo,我吃苹果。Tôi ăn táo.
平时,píngshí,in normal times; in peacetime,bình thì,thường ngày,平时很忙。Thường ngày rất bận.
瓶子,píngzi,bottle; CL:個|个[gè],bình tử,chai/lọ,一瓶子水。Một chai nước.
破,pò,broken; damaged; worn out; to break; split or cleave; to get rid of; to destroy; to break with; to defeat; to capture (a city etc); to expose the truth of,phá,vỡ/hỏng,杯子破了。Cái ly vỡ rồi.
葡萄,pútao,grape,bồ đào,nho,吃葡萄。Ăn nho.
普遍,pǔbiàn,universal; general; widespread; common,phổ biến,phổ biến,很普遍。Rất phổ biến.
普通话,pǔtōnghuà,Mandarin (common language); Putonghua (common speech of the Chinese language); ordinary speech,phổ thông thoại,tiếng phổ thông,说普通话。Nói tiếng phổ thông.
七,qī,seven; 7,thất,bảy,七个人。7 người.
妻子,qīzi,wife; CL:個|个[gè],thê tử,vợ,他有一个妻子。Anh ấy có một người vợ.
骑,qí,to ride (an animal or bike); to sit astride,kỵ,cưỡi/đạp (xe),骑自行车。Đạp xe đạp.
其次,qícì,next; secondly,kỳ thứ,tiếp theo/thứ hai,其次是。Tiếp theo là.
其实,qíshí,actually; in fact; really,kỳ thực,thực ra/thật ra,其实我不知道。Thật ra tôi không biết.
其他,qítā,other; the others; else; other than (that person); in addition to the person mentioned above,kỳ tha,khác,其他人。Người khác.
其中,qízhōng,among; in; included among these,kỳ trung,trong đó,其中一个。Một trong số đó.
奇怪,qíguài,strange; odd,kỳ quái,lạ/kỳ lạ,真奇怪。Thật kỳ lạ.
起床,qǐchuáng,to get up,khởi sàng,dậy,我七点起床。Tôi dậy lúc 7 giờ.
起飞,qǐfēi,to take off (in an airplane),khởi phi,cất cánh,飞机起飞了。Máy bay cất cánh rồi.
