Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
结账,jiézhàng,to pay the bill; to settle accounts; also written 結帳|结帐,kiết trướng,thanh toán/tính tiền,去结账。Đi thanh toán.
截至,jiézhì,up to (a time); by (a time),tiệt chí,đến (thời điểm)/마감,截至目前。Đến thời điểm hiện tại.
节奏,jiézòu,rhythm; tempo; musical pulse; cadence; beat,tiết tấu,nhịp điệu/리듬,音乐节奏。Nhịp điệu âm nhạc.
解除,jiěchú,to remove; to sack; to get rid of; to relieve (sb of their duties); to free; to lift (an embargo); to rescind (an agreement),giải trừ,giải trừ/해제,解除合同。Giải trừ hợp đồng.
解放,jiěfàng,to liberate; to emancipate; liberation; refers to the Communists' victory over the Nationalists in 14; CL:次[cì],giải phóng,giải phóng,解放思想。Giải phóng tư tưởng.
解雇,jiěgù,to fire; to sack; to dismiss,giải cố,sa thải/해고,解雇员工。Sa thải nhân viên.
姐姐,jiějiě,older sister; CL:個|个[gè],tỉ tỉ,chị gái,我姐姐。Chị tôi.
解决,jiějué,to settle (a dispute); to resolve; to solve,giải quyết,giải quyết,解决问题。Giải quyết vấn đề.
解剖,jiěpōu,to dissect (an animal); to analyze; anatomy,giải phẫu,mổ xẻ/해부,解剖学。Giải phẫu học.
解散,jiěsàn,dissolve; disband,giải tán,giải tán/해산,解散组织。Giải tán tổ chức.
解释,jiěshì,explanation; to explain; to interpret; to resolve; CL:個|个[gè],giải thích,giải thích,解释一下。Giải thích một chút.
解说员,jiěshuōyuán,commentator,giải thuyết viên,người bình luận/thuyết minh,体育解说员。BLV thể thao.
解体,jiětǐ,to break up into components; to disintegrate; to collapse; to crumble,giải thể,tan rã/해체,国家解体。Đất nước tan rã.
借,jiè,to lend; to borrow; excuse; pretext; by means of; to seize (an opportunity); to take (an opportunity),tá,mượn/cho mượn,我借你书。Tôi cho bạn mượn sách.
届,jiè,to arrive at (place or time); period; to become due; classifier for events; meetings; elections; sporting fixtures etc,giới,kỳ/khóa,第一届。Khóa thứ nhất.
戒备,jièbèi,to take precautions; to guard against (emergency),giới bị,đề phòng/경계,严加戒备。Đề phòng nghiêm ngặt.
借鉴,jièjiàn,to use other people's experience; to borrow from a source; to use as reference,tá giám,học tập/참고,借鉴经验。Học tập kinh nghiệm.
借口,jièkǒu,to use as an excuse; on the pretext,tá khẩu,lý do/cớ,找借口。Tìm cớ.
介绍,jièshào,to present; to introduce; to recommend; to suggest; to let know; to brief,giới thiệu,giới thiệu,我来介绍一下。Để tôi giới thiệu.
界限,jièxiàn,boundary; marginal,giới hạn,ranh giới/경계,划清界限。Phân định ranh giới.
戒烟,jièyān,to give up smoking,giới yên,cai thuốc lá,决定戒烟。Quyết định bỏ thuốc.
戒指,jièzhǐ,(finger) ring,giới chỉ,nhẫn,戴戒指。Đeo nhẫn.
借助,jièzhù,to draw support from; with the help of,tá trợ,nhờ vào/빌리다,借助外力。Nhờ vào sức mạnh bên ngoài.
津津有味,jīnjīnyǒuwèi,with keen interest pleasure (idiom); with gusto; to relish; eagerly; with great interest,tân tân hữu vị,hứng thú/재미있게,津津有味地听。Nghe một cách hứng thú.
金融,jīnróng,banking; finance; financial,kim dung,tài chính/금융,金融市场。Thị trường tài chính.
金属,jīnshǔ,metal; CL:種|种[zhǒng],kim thuộc,kim loại,金属材料。Vật liệu kim loại.
今天,jīntiān,today; at the present; now,kim thiên,hôm nay,今天是星期三。Hôm nay là thứ tư.
紧,jǐn,tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten,khẩn,chặt/gấp,抓紧。Nắm chặt.
尽管,jǐnguǎn,despite; although; even though; in spite of; unhesitatingly; do not hesitate (to ask; complain etc); (go ahead and do it) without hesitating,tận quản,mặc dù,尽管很难，我也要做。Mặc dù khó nhưng tôi cũng làm.
紧急,jǐnjí,urgent; emergency,khẩn cấp,khẩn cấp/gấp,紧急情况。Tình huống khẩn cấp.
尽快,jǐnkuài,as quickly as possible; as soon as possible; with all speed; also written 盡快|尽快,tận khoái,càng nhanh càng tốt,尽快完成。Hoàn thành càng nhanh càng tốt.
尽量,jǐnliàng,as much as possible; to the greatest extent,tận lượng,cố gắng hết sức,尽量帮忙。Cố gắng giúp.
紧密,jǐnmì,inseparably close,khẩn mật,chặt chẽ/긴밀,紧密合作。Hợp tác chặt chẽ.
紧迫,jǐnpò,pressing; urgent,khẩn bách,cấp bách/긴박,形势紧迫。Tình hình cấp bách.
谨慎,jǐnshèn,cautious; prudent,cẩn thận,thận trọng/cẩn thận,小心谨慎。Thận trọng.
锦绣前程,jǐnxiùqiánchéng,a bright future; a rosy future; brilliant prospects,cẩm tú tiền trình,tương lai tươi sáng,祝你锦绣前程。Chúc bạn tương lai rực rỡ.
紧张,jǐnzhāng,nervous; keyed up; intense; tense; strained; in short supply; scarce; CL:陣|阵[zhèn],khẩn trương,căng thẳng/lo lắng,我很紧张。Tôi rất lo lắng.
近,jìn,near; close to; approximately,cận,gần,我家很近。Nhà tôi rất gần.
进,jìn,to advance; to enter; to come (or go) into; to receive or admit; to eat or drink; to submit or present; (used after a verb) into; in; to score a goal,tiến,tiến vào,请进。Mời vào.
进步,jìnbù,progress; improvement; to improve; to progress; CL:個|个[gè],tiến bộ,tiến bộ,不断进步。Tiến bộ không ngừng.
近代,jìndài,modern times,cận đại,cận đại/hiện đại,近代历史。Lịch sử cận đại.
进而,jìnér,and then (what follows next),tiến nhi,tiến tới/나아가,完成任务;进而发展。Hoàn thành nhiệm vụ
进攻,jìngōng,to attack; to assault; to go on the offensive; attack; assault; offense (sports),tiến công,tấn công/공격,进攻敌人。Tấn công kẻ địch.
进化,jìnhuà,evolution; CL:個|个[gè],tiến hóa,tiến hóa/진화,生物进化。Sinh vật tiến hóa.
进口,jìnkǒu,to import; imported,tiến khẩu,nhập khẩu,进口商品。Hàng nhập khẩu.
近来,jìnlái,recently; lately,cận lai,gần đây/최근,近来情况。Tình hình gần đây.
尽力,jìnlì,to strive one's hardest; to spare no effort,tận lực,cố gắng hết mình,尽力而为。Cố gắng hết mình.
尽量,jǐnliàng,to the full,tận lượng,cố gắng hết sức,尽量帮忙。Cố gắng giúp.
浸泡,jìnpào,to steep; to soak; to immerse,tẩm bào,ngâm/담그다,浸泡豆子。Ngâm đậu.
晋升,jìnshēng,to promote to a higher position,tấn thăng,thăng chức/승진,晋升职位。Thăng chức vụ.
近视,jìnshì,shortsighted; nearsighted; myopia,cận thị,cận thị/근시,近视眼镜。Kính cận thị.
劲头,jìntóu,enthusiasm; zeal; vigor; strength,kính đầu,sự nhiệt tình/열의,干劲十足。Rất nhiệt tình.
进行,jìnxíng,to advance; to conduct; underway; in progress; to do; to carry out; to carry on; to execute,tiến hành,tiến hành,进行讨论。Tiến hành thảo luận.
进展,jìnzhǎn,to make headway; to make progress,tiến triển,tiến triển/진전,工作进展。Công việc tiến triển.
禁止,jìnzhǐ,to prohibit; to forbid; to ban,cấm chỉ,cấm,禁止吸烟。Cấm hút thuốc.
茎,jīng,stalk; stem; CL:條|条[tiáo],kinh,thân cây/줄기,植物的茎。Thân của cây.
精彩,jīngcǎi,brilliant; splendid,tinh thái,tuyệt vời/xuất sắc,表演很精彩。Buổi biểu diễn rất tuyệt vời.
经常,jīngcháng,day to day; everyday; daily; frequently; constantly; regularly; often,kinh thường,thường xuyên,我经常运动。Tôi thường xuyên tập thể dục.
精打细算,jīngdǎxìsuàn,(saying) meticulous planning and careful accounting,tinh đả tế toán,tính toán kỹ lưỡng,精打细算过日子。Tính toán kỹ lưỡng để sống.
经典,jīngdiǎn,the classics; scriptures; classical,kinh điển,kinh điển,经典作品。Tác phẩm kinh điển.
惊动,jīngdòng,alarm; alert; disturb,kinh động,làm cho giật mình/놀라게하다,惊动了大家。Làm mọi người giật mình.
经费,jīngfèi,funds; expenditure; CL:筆|笔[bǐ],kinh phí,kinh phí/경비,教育经费。Kinh phí giáo dục.
经过,jīngguò,to pass; to go through; process; course; CL:個|个[gè],kinh qua,qua/trải qua,经过这里。Đi qua đây.
精华,jīnghuá,best feature; most important part of an object; quintessence; essence; soul,tinh hoa,tinh hoa/정수,文化精华。Tinh hoa văn hóa.
经济,jīngjì,economy; economic,kinh tế,kinh tế,经济发展。Phát triển kinh tế.
精简,jīngjiǎn,to simplify; to reduce,tinh giản,tinh giản/간소화,精简机构。Tinh giản bộ máy.
兢兢业业,jīngjīngyèyè,cautious and conscientious,căng căng nghiệp nghiệp,cẩn thận tận tụy,兢兢业业工作。Làm việc cẩn thận tận tụy.
京剧,jīngjù,Beijing opera; CL:場|场[chǎng];出[chū],Kinh kịch,kịch Kinh,看京剧。Xem kịch Kinh.
经理,jīnglǐ,manager; director; CL:個|个[gè];位[wèi];名[míng],kinh lí,giám đốc/quản lý,他是经理。Anh ấy là giám đốc.
精力,jīnglì,energy,tinh lực,năng lượng/sức lực,充满精力。Đầy năng lượng.
经历,jīnglì,experience; CL:個|个[gè];次[cì]; to experience; to go through,kinh lịch,trải qua/kinh nghiệm,人生经历。Trải nghiệm cuộc đời.
精密,jīngmì,accuracy; exact; precise; refined,tinh mật,chính xác/정밀,精密仪器。Dụng cụ chính xác.
惊奇,jīngqí,to be amazed; to be surprised; to wonder,kinh kỳ,ngạc nhiên/놀라다,感到惊奇。Cảm thấy ngạc nhiên.
精确,jīngquè,accurate; precise,tinh xác,chính xác/정확,精确计算。Tính toán chính xác.
经商,jīngshāng,to trade; to carry out commercial activities; in business,kinh thương,kinh doanh/장사,从事经商。Làm kinh doanh.
精神,jīngshén,spirit; mind; consciousness; thought; mental; psychological; essence; gist; CL:個|个[gè],tinh thần,tinh thần,精神很好。Tinh thần rất tốt.
精通,jīngtōng,proficient,tinh thông,thành thạo/정통,精通外语。Thành thạo ngoại ngữ.
经纬,jīngwěi,warp and woof; longitude and latitude; main points,kinh vĩ,kinh vĩ/경위,经纬线。Kinh vĩ tuyến.
精心,jīngxīn,with utmost care; fine; meticulous; detailed,tinh tâm,tận tâm/정성,精心准备。Chuẩn bị tận tâm.
惊讶,jīngyà,amazed; astonished; to surprise; amazing; astonishment; awe,kinh ngạ,kinh ngạc/놀라다,十分惊讶。Rất kinh ngạc.
经验,jīngyàn,to experience; experience,kinh nghiệm,kinh nghiệm,工作经验。Kinh nghiệm làm việc.
精益求精,jīngyìqiújīng,to perfect sth that is already outstanding (idiom); constantly improving,tinh ích cầu tinh,cầu tiến bộ/정진,精益求精的精神。Tinh thần cầu tiến bộ.
经营,jīngyíng,to engage in (business etc); to run; to operate,kinh doanh,kinh doanh,经营管理。Kinh doanh quản lý.
精致,jīngzhì,delicate; fine; exquisite; refined,tinh trí,tinh xảo/정교,精致的工艺品。Đồ thủ công tinh xảo.
井,jǐng,warn; well; surname Jing; CL:口[kǒu],tỉnh,cái giếng/우물,水井。Giếng nước.
警察,jǐngchá,police; policeman; policewoman; CL:個|个[gè],cảnh sát,cảnh sát,他是警察。Anh ấy là cảnh sát.
警告,jǐnggào,to warn; to admonish,cảnh cáo,cảnh cáo/경고,发出警告。Đưa ra cảnh cáo.
景色,jǐngsè,scenery; scene; landscape; view,cảnh sắc,phong cảnh,美丽景色。Phong cảnh đẹp.
警惕,jǐngtì,to be on the alert; vigilant; alert; on guard; to warn,cảnh giác,cảnh giác/경계,保持警惕。Giữ cảnh giác.
颈椎,jǐngchuí,cervical vertebra; the seven cervical vertebrae in the neck of humans and most mammals,cảnh chùy,đốt sống cổ/경추,颈椎病。Bệnh đốt sống cổ.
敬爱,jìngài,respect and love,kính ái,kính yêu,敬爱的老师。Thầy cô kính yêu.
境界,jìngjiè,boundary; state; realm,cảnh giới,cảnh giới/경지,思想境界。Cảnh giới tư tưởng.
敬礼,jìnglǐ,salute,kính lễ,chào/경례,向国旗敬礼。Chào cờ.
竟然,jìngrán,unexpectedly; to one's surprise; in spite of everything; in that crazy way; actually; to go as far as to,cánh nhiên,thật ra/không ngờ,他竟然不知道。Anh ấy không ngờ không biết.
竞赛,jìngsài,race; competition; CL:個|个[gè],cạnh tái,cuộc thi/경기,体育竞赛。Cuộc thi thể thao.
镜头,jìngtóu,camera shot (in a movie etc); scene,kính đầu,ống kính/렌즈,电影镜头。Ống kính phim.
竞选,jìngxuǎn,to take part in an election; to run for office,cạnh tuyển,ứng cử/경선,竞选总统。Ứng cử tổng thống.
竞争,jìngzhēng,to compete; competition,cạnh tranh,cạnh tranh,市场竞争。Cạnh tranh thị trường.
镜子,jìngzi,mirror; CL:面[miàn];個|个[gè],kính tử,gương,照镜子。Soi gương.
纠纷,jiūfēn,a dispute; entanglement (law),khưu phân,tranh chấp/분쟁,解决纠纷。Giải quyết tranh chấp.
究竟,jiūjìng,after all (when all is said and done); actually; outcome; result,cứu cánh,rốt cuộc/cuối cùng,究竟怎么回事？Rốt cuộc chuyện gì vậy?
纠正,jiūzhèng,to correct; to make right,khưu chính,sửa chữa/시정,纠正错误。Sửa chữa sai lầm.
久,jiǔ,(long) time; (long) duration of time,cửu,lâu,很久没见。Lâu không gặp.
九,jiǔ,nine; 9,cửu,chín,我有九个苹果。Tôi có chín quả táo.
酒吧,jiǔbā,bar; pub; saloon; CL:家[jiā],tửu ba,quán bar,去酒吧。Đi bar.
酒精,jiǔjīng,alcohol; ethanol CH3CH2OH; ethyl alcohol; also written 乙醇; grain alcohol,tửu tinh,rượu cồn/알코올,酒精消毒。Khử trùng bằng cồn.
就,jiù,at once; right away; only; just (emphasis); as early as; already; as soon as; then; in that case; as many as; even if; to approach; to move towards; to undertake; to engage in; to suffer; subjected to; to accomplish; to take advantage of; to go with (of foods); with regard to; concerning,tựu,thì/liền,我马上就来。Tôi đến ngay.
救,jiù,to save; to assist; to rescue,cứu,cứu/giải cứu,救人。Cứu người.
旧,jiù,old; opposite: new 新; former; worn (with age),cựu,cũ,旧衣服。Quần áo cũ.
救护车,jiùhùchē,ambulance; CL:輛|辆[liàng],cứu hộ xa,xe cứu thương,叫救护车。Gọi xe cứu thương.
救济,jiùjì,emergency relief; to help the needy with cash or goods,cứu tế,cứu trợ/구제,救济灾民。Cứu trợ nạn nhân.
就近,jiùjìn,nearby; in a close neighborhood,tựu cận,gần đây/가까운,就近就医。Đi khám bệnh gần nhà.
舅舅,jiùjiù,mother's brother; maternal uncle (informal); CL:個|个[gè],cữu cữu,cậu (bác ruột),我舅舅。Cậu tôi.
就业,jiùyè,looking for employment; getting a job; to start a career,tựu nghiệp,việc làm/취업,大学生就业。Sinh viên tìm việc làm.
就职,jiùzhí,take office; assume a post,tựu chức,nhận chức/취임,就职演说。Diễn văn nhậm chức.
鞠躬,jūgōng,to bow,cúc cung,cúi chào/절,鞠躬致敬。Cúi đầu chào.
拘留,jūliú,to detain (a prisoner); to keep sb in custody,câu lưu,giam giữ/구류,拘留犯人。Giam giữ tội phạm.
居然,jūrán,unexpectedly; to one's surprise; go so far as to,cư nhiên,thật bất ngờ/lẽ ra,居然成功。Thật bất ngờ thành công.
拘束,jūshù,to restrict; to restrain; constrained; awkward; ill at ease; uncomfortable; reticent,câu thúc,ràng buộc/구속,不要拘束。Đừng gò bó.
居住,jūzhù,to reside; to dwell; to live in a place; resident in,cư trú,cư trú/거주,居住环境。Môi trường cư trú.
局部,júbù,part; local,cục bộ,cục bộ/부분,局部地区。Khu vực cục bộ.
局面,júmiàn,aspect; phase; situation,cục diện,tình hình/국면,政治局面。Tình hình chính trị.
局势,júshì,situation; state (of affairs),cục thế,tình thế/국세,国际局势。Tình hình quốc tế.
局限,júxiàn,limit,cục hạn,hạn chế/국한,不要局限。Đừng hạn chế.
桔子,júzi,tangerine; CL:個|个[gè];瓣[bàn],quất tử,quýt,吃桔子。Ăn quýt.
举,jǔ,to lift; to hold up; to cite; to enumerate; to act; to raise; to choose; to elect,cử,giơ/nâng,举手。Giơ tay.
举办,jǔbàn,to conduct; to hold,cử bạn,tổ chức,举办活动。Tổ chức hoạt động.
举动,jǔdòng,act; action; activity; move; movement,cử động,hành động/거동,可疑举动。Hành động khả nghi.
咀嚼,jǔjué,to chew,trớ tước,nhai/씹다,慢慢咀嚼。Nhai chậm rãi.
沮丧,jǔsàng,dispirited; dejected; dismayed,trở tang,chán nản/낙담,情绪沮丧。Tinh thần chán nản.
举世闻名,jǔshìwénmíng,(saying) world famous,cử thế văn danh,nổi tiếng thế giới,举世闻名的景点。Danh lam thắng cảnh nổi tiếng thế giới.
举世瞩目,jǔshìzhǔmù,attract worldwide attention,cử thế chúc mục,thu hút sự chú ý toàn cầu,举世瞩目的事件。Sự kiện thu hút sự chú ý toàn cầu.
举行,jǔxíng,to hold (a meeting; ceremony etc),cử hành,tổ chức/cử hành,举行会议。Tổ chức hội nghị.
举足轻重,jǔzúqīngzhòng,a foot's move sways the balance (idiom); to hold the balance of power; to play the decisive role,cử túc khinh trọng,có vai trò quan trọng,举足轻重的人物。Nhân vật có vai trò quan trọng.
具备,jùbèi,to possess; to have; equipped with; able to fulfill (conditions or requirements),cụ bị,có đủ/đầy đủ,具备条件。Có đủ điều kiện.
剧本,jùběn,script for play; opera; movie etc; screenplay,kịch bản,kịch bản/대본,话剧剧本。Kịch bản kịch nói.
巨大,jùdà,huge; immense; very large; tremendous; gigantic; enormous,cự đại,khổng lồ/to lớn,巨大变化。Thay đổi lớn.
聚会,jùhuì,party; gathering; to meet; to get together,tụ hội,tụ họp/buổi tiệc,参加聚会。Tham gia tiệc tùng.
聚精会神,jùjīnghuìshén,to concentrate one's attention (idiom),tụ tinh hội thần,tập trung chú ý,聚精会神听讲。Tập trung chú ý nghe giảng.
拒绝,jùjué,to refuse; to decline; to reject,cự tuyệt,từ chối,拒绝邀请。Từ chối lời mời.
俱乐部,jùlèbù,club (i.e. a group or organization); CL:個|个[gè],câu lạc bộ,câu lạc bộ,足球俱乐部。Câu lạc bộ bóng đá.
距离,jùlí,distance; to be apart; CL:個|个[gè],cự li,khoảng cách,很近的距离。Khoảng cách rất gần.
剧烈,jùliè,violent; acute; severe; fierce,kịch liệt,dữ dội/격렬,剧烈运动。Vận động mạnh.
据说,jùshuō,it is said that; reportedly,cứ thuyết,nghe nói/theo như,据说很好。Nghe nói rất tốt.
具体,jùtǐ,concrete; definite; specific,cụ thể,cụ thể/rõ ràng,具体说明。Giải thích cụ thể.
据悉,jùxī,according to reports; it is reported (that),cứ tích,theo tin/알려지다,据悉情况。Theo tin tức.
句子,jùzi,sentence; CL:個|个[gè],cú tử,câu,这个句子很长。Câu này rất dài.
捐,juān,to contribute; to donate; contribution; tax; to abandon,quyên,quyên góp/đóng góp,捐款。Quyên góp tiền.
卷,juǎn,to roll up,quyển,cuốn/quấn,卷起来。Cuốn lại.
决策,juécè,strategic decision; decision-making; policy decision; to determine policy,quyết sách,quyết định/결정,做出决策。Đưa ra quyết định.
觉得,juéde,to think; to feel,giác đắc,cảm thấy,我觉得很开心。Tôi cảm thấy rất vui.
决定,juédìng,to decide (to do something); to resolve; decision; CL:個|个[gè];項|项[xiàng]; certainly,quyết định,quyết định,我决定去北京。Tôi quyết định đi Bắc Kinh.
绝对,juéduì,absolute; unconditional,tuyệt đối,tuyệt đối,绝对正确。Tuyệt đối đúng.
决赛,juésài,finals (of a competition),quyết tài,chung kết,进入决赛。Vào chung kết.
角色,juésè,persona; character in a novel,giác sắc,vai trò/nhân vật,主要角色。Nhân vật chính.
绝望,juéwàng,desperation; forlorn; hopeless,tuyệt vọng,tuyệt vọng/절망,感到绝望。Cảm thấy tuyệt vọng.
觉悟,juéwù,consciousness; awareness; Buddhist enlightenment (Sanskrit: cittotpāda),giác ngộ,nhận thức/각오,思想觉悟。Nhận thức tư tưởng.
决心,juéxīn,determination; resolution; determined; firm and resolute; to make up one's mind; CL:個|个[gè],quyết tâm,quyết tâm,下决心。Quyết tâm.
觉醒,juéxǐng,to awaken; to come to realize; awakened to the truth; the truth dawns upon one; scales fall from the eyes; to become aware,giác tỉnh,thức tỉnh/각성,民族觉醒。Dân tộc thức tỉnh.
军队,jūnduì,army troops; CL:支[zhī];個|个[gè],quân đội,quân đội/군대,人民军队。Quân đội nhân dân.
军事,jūnshì,military affairs; military matters; military,quân sự,quân sự,军事力量。Lực lượng quân sự.
均匀,jūnyún,even; well-distributed; homogeneous,quân vân,đều/đồng đều,分布均匀。Phân bố đều.
咖啡,kāfēi,coffee; CL:杯[bēi],ca phi,cà phê,我喝咖啡。Tôi uống cà phê.
卡车,kǎchē,truck; CL:輛|辆[liàng],kể xa,xe tải,开卡车。Lái xe tải.
卡通,kǎtōng,cartoon,kia thông,phim hoạt hình/만화,卡通片。Phim hoạt hình.
开,kāi,to open; to start; to turn on; to boil; to write out (a medical prescription); to operate (vehicle); abbr. for 開爾文|开尔文 degrees Kelvin,khai,mở,开门！Mở cửa!
开采,kāicǎi,to extract (ore or other resource from a mine); to exploit; to mine,khai thái,khai thác/채굴,开采矿产。Khai thác khoáng sản.
开除,kāichú,to expel,khai trừ,khai trừ/제명,开除学籍。Khai trừ học tịch.
开发,kāifā,exploit (a resource); open up (for development); to develop,khai phát,khai thác/phát triển,开发资源。Khai thác tài nguyên.
开放,kāifàng,to lift (a ban or restriction); to open to the outside world (politics); to open for public use; to come into bloom (of flowers),khai phóng,mở cửa/nở hoa,改革开放。Cải cách mở cửa.
开阔,kāikuò,wide; open (spaces); to open up,khai khoát,rộng/광활,开阔视野。Mở rộng tầm mắt.
开朗,kāilǎng,spacious and well-lit; open and clear; to open out (onto a wider vista); optimistic; cheerful; carefree; easy-going; open-minded,khai lãng,vui vẻ/쾌활,性格开朗。Tính cách vui vẻ.
开明,kāimíng,enlightened; open-minded; enlightenment,khai minh,khai minh/개명,思想开明。Tư tưởng khai minh.
开幕式,kāimùshì,opening ceremony,khai mạc thức,lễ khai mạc,举行开幕式。Tổ chức lễ khai mạc.
开辟,kāipì,to open up; to set up; to start; to build,khai tịch,mở ra/개척,开辟道路。Mở ra con đường.
开始,kāishǐ,to begin; beginning; to start; initial; CL:個|个[gè],khai thủy,bắt đầu,我们开始吧。Chúng ta bắt đầu thôi.
开水,kāishuǐ,boiled water; boiling water,khai thủy,nước sôi/끓은물,喝开水。Uống nước sôi.
开拓,kāituò,to break new ground (for agriculture); to open up (a new seam); to develop (border regions); fig. to open up (new horizons),khai thác,khai phá/개척,开拓市场。Khai phá thị trường.
开玩笑,kāiwánxiào,to play a joke; to make fun of; to joke,khai hoàn tiếu,đùa/nói đùa,别开玩笑。Đừng đùa.
开心,kāixīn,to feel happy; to rejoice; to have a great time; to make fun of sb,khai tâm,vui vẻ/vui,很开心。Rất vui.
开展,kāizhǎn,(begin to) develop; unfold; to start; to launch; to open; to carry out,khai triển,mở rộng/전개,开展工作。Mở rộng công việc.
开支,kāizhī,expenditures; pay; expenses; CL:筆|笔[bǐ],khai chi,chi tiêu/지출,家庭开支。Chi tiêu gia đình.
刊登,kāndēng,to carry a story; to publish (in a newspaper or magazine),khan đăng,đăng báo/게재,刊登广告。Đăng quảng cáo.
勘探,kāntàn,exploration,khám thám,thăm dò/탐사,勘探石油。Thăm dò dầu mỏ.
刊物,kānwù,publication,khan vật,ấn phẩm/간행물,学术刊物。Ấn phẩm học thuật.
砍,kǎn,to chop; to cut down; to throw sth at sb,khảm,chặt/đốn,砍树。Chặt cây.
看,kàn,to see; to look at; to read; to watch; to consider; to regard as; to view as; to treat as; to judge; (after repeated verb) to give it a try; depending on (how you're judging); to visit; to call on; to treat (an illness); to look after; Watch out! (for a danger),khán,xem/nhìn,我看书。Tôi đọc sách.
看不起,kànbùqǐ,to look down upon; to despise,khán bất khởi,coi thường,看不起人。Coi thường người khác.
看待,kàndài,to look upon; to regard,khán đãi,nhìn nhận/대하다,如何看待。Nhìn nhận như thế nào.
看法,kànfǎ,way of looking at a thing; view; opinion; CL:個|个[gè],khán pháp,quan điểm/ý kiến,我的看法。Quan điểm của tôi.
看见,kànjiàn,to see; to catch sight of,khán kiến,nhìn thấy,我看见他了。Tôi nhìn thấy anh ấy.
看来,kànlái,apparently; it seems that; it appears; it seems,khán lai,có vẻ/hình như,看来很难。Có vẻ khó.
看望,kànwàng,to visit; to pay a call to,khán vọng,thăm/방문,看望病人。Thăm người bệnh.
慷慨,kāngkǎi,vehement; fervent; generous; giving; liberal,khảng khái,hào phóng/격렬,慷慨激昂。Hào hứng nồng nhiệt.
抗议,kàngyì,protest,kháng nghị,phản đối/kháng nghị,抗议活动。Hoạt động kháng nghị.
考察,kǎochá,to inspect; to observe and study; on-the-spot investigation,khảo sát,khảo sát/시찰,考察市场。Khảo sát thị trường.
考古,kǎogǔ,archaeology,khảo cổ,khảo cổ học/고고학,考古发掘。Phát掘 khảo cổ.
考核,kǎohé,to examine; to check up on; to assess; to review; appraisal; review; evaluation,khảo hạch,đánh giá/심사,考核成绩。Đánh giá thành tích.
考虑,kǎolǜ,to think over; to consider; consideration,khảo lự,cân nhắc/suy nghĩ,考虑一下。Cân nhắc một chút.
考试,kǎoshì,exam; CL:次[cì],khảo thí,thi,我明天考试。Ngày mai tôi thi.
烤鸭,kǎoyā,roast duck,khảo áp,vịt quay,北京烤鸭。Vịt quay Bắc Kinh.
考验,kǎoyàn,to test; to put to the test,khảo nghiệm,thử thách/시험,经受考验。Trải qua thử thách.
靠拢,kàolǒng,to draw close to,khảo lũng,tiến lại gần/접근,靠拢过来。Tiến lại gần.
棵,kē,classifier for trees; cabbages; plants etc,kha,(lượng từ cho cây),一棵树。Một cái cây.
颗,kē,classifier for small spheres; pearls; corn grains; teeth; hearts; satellites etc,khoả,quả/hạt/viên,一颗星。Một ngôi sao.
磕,kē,to tap; knock,khắc,gõ/두드리다,磕头。Cúi đầu lạy.
颗粒,kēlì,kernel; granule; granulated (sugar; chemical product),khỏa lạp,hạt/알갱이,颗粒饱满。Hạt đầy đặn.
科目,kēmù,subject,khoa mục,môn học/과목,考试科目。Môn thi.
科学,kēxué,science; scientific knowledge; scientific; CL:門|门[mén];個|个[gè];種|种[zhǒng],khoa học,khoa học,学习科学。Học khoa học.
咳嗽,késòu,to cough; CL:陣|阵[zhèn],khái thấu,ho,我咳嗽了。Tôi bị ho.
渴,kě,thirsty,khát,khát,我很渴。Tôi khát lắm.
可爱,kěài,amiable; cute; lovely,khả ái,dễ thương,这个孩子很可爱。Đứa trẻ này rất dễ thương.
可观,kěguān,considerable,khả quan,đáng kể/가관,数量可观。Số lượng đáng kể.
可见,kějiàn,it can clearly be seen (that this is the case); it is (thus) clear; clear; visible,khả kiến,có thể thấy,可见一斑。Có thể thấy rõ.
可靠,kěkào,reliable,khả khảo,đáng tin cậy,很可靠。Rất đáng tin.
可口,kěkǒu,tasty; to taste good,khả khẩu,ngon miệng/맛있다,饭菜可口。Cơm ngon.
可怜,kělián,pitiful; pathetic,khả liên,tội nghiệp,他很可怜。Anh ấy rất tội nghiệp.
可能,kěnéng,might (happen); possible; probable; possibility; probability; maybe; perhaps; CL:個|个[gè],khả năng,có thể,他可能来。Anh ấy có thể đến.
可怕,kěpà,awful; dreadful; fearful; formidable; frightful; scary; hideous; horrible; terrible; terribly,khả phạ,đáng sợ,太可怕。Quá đáng sợ.
可是,kěshì,but; however,khả thị,nhưng,我想去，可是没时间。Tôi muốn đi nhưng không có thời gian.
渴望,kěwàng,to thirst for; to long for,khát vọng,khao khát/갈망,渴望成功。Khao khát thành công.
可恶,kěwù,repulsive; vile; hateful; abominable,khả ố,đáng ghét/가증,可恶的人。Người đáng ghét.
可惜,kěxī,it is a pity; what a pity; (it's) too bad,khả tích,tiếc,真可惜。Thật tiếc.
可笑,kěxiào,funny; ridiculous,khả tiếu,buồn cười/우스운,太可笑了。Quá buồn cười.
可行,kěxíng,feasible,khả hành,khả thi/가능,方案可行。Phương án khả thi.
可以,kěyǐ,can; may; possible; able to,khả dĩ,có thể,可以进来吗？Có thể vào không?
