Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
良好,liáng hǎo,good,lương hảo,tốt/tốt đẹp,关系良好。Quan hệ tốt đẹp.
粮食,liáng shi,foodstuff,lương thực,lương thực,粮食生产。Sản xuất lương thực.
了不起,liǎo bu qǐ,amazing,liễu bất khởi,tuyệt vời/phi thường,真了不起。Thật tuyệt vời.
临时,lín shí,instant happens,lâm thời,tạm thời,临时决定。Quyết định tạm thời.
铃,líng,bell,linh,chuông,门铃。Chuông cửa.
零件,líng jiàn,part,linh kiện,linh kiện,机器零件。Linh kiện máy móc.
零钱,líng qián,change money,linh tiền,tiền lẻ,没有零钱。Không có tiền lẻ.
零食,líng shí,nibbles,linh thực,đồ ăn vặt,吃零食。Ăn vặt.
灵活,líng huó,flexible,linh hoạt,linh hoạt/linh động,头脑灵活。Đầu óc linh hoạt.
领导,lǐng dǎo,lead,lãnh đạo,lãnh đạo,领导干部。Cán bộ lãnh đạo.
领域,lǐng yù,domain,lãnh vực,lãnh vực,科学领域。Lãnh vực khoa học.
流传,liú chuán,to spread,lưu truyền,lưu truyền,广泛流传。Lưu truyền rộng rãi.
浏览,liú lǎn,to skim over,lướt lãm,duyệt/xem qua,浏览网页。Duyệt web.
龙,lóng,dragon,long,rồng,中国龙。Rồng Trung Quốc.
漏,lòu,to leak,lậu,rò rỉ/bỏ sót,漏水。Rò rỉ nước.
露,lù,dew,lộ,sương/lộ ra,露水。Sương móc.
陆地,lù dì,dry land,lục địa,đất liền,在陆地上。Trên đất liền.
陆续,lù xù,in turn,lục tục,liên tiếp/lần lượt,陆续到达。Đến lần lượt.
录取,lù qǔ,to recruit,lục thủ,tuyển/trúng tuyển,被录取。Được trúng tuyển.
录音,lù yīn,to record sound,lục âm,ghi âm,录音机。Máy ghi âm.
轮流,lún liú,to alternate,luân lưu,luân phiên/thay phiên,轮流值班。Trực luân phiên.
论文,lùn wén,paper,luận văn,luận văn,毕业论文。Luận văn tốt nghiệp.
逻辑,luó ji,logic,la tích,logic/lô-gíc,逻辑思维。Tư duy logic.
落后,luò hòu,to fall behind,lạc hậu,lạc hậu/tụt hậu,落后国家。Nước lạc hậu.
骂,mà,to scold,mạ,chửi/mắng,骂人。Chửi người.
麦克风,mài kè fēng,microphone,mạch khắc phong,micro/mic,用麦克风。Dùng micro.
馒头,mán tou,steamed roll,mán đầu,bánh bao hấp,吃馒头。Ăn bánh bao.
满足,mǎn zú,to satisfy,mãn túc,thỏa mãn/hài lòng,满足需求。Đáp ứng nhu cầu.
毛,máo,hair,mao,lông/đồng/mao,羊毛。Lông cừu.
毛病,máo bìng,fault,mao bệnh,bệnh/hỏng,有毛病。Có vấn đề.
矛盾,máo dùn,contradictory,mâu thuẫn,mâu thuẫn,解决矛盾。Giải quyết mâu thuẫn.
冒险,mào xiǎn,to take risks,mạo hiểm,mạo hiểm,冒险精神。Tinh thần mạo hiểm.
贸易,mào yì,commercial trade,mậu dịch,thương mại/mậu dịch,国际贸易。Thương mại quốc tế.
眉毛,méi mao,eyebrow,mi mao,lông mày,浓眉毛。Lông mày đậm.
煤炭,méi tàn,coal,mai than,than đá,煤炭资源。Tài nguyên than đá.
美术,měi shù,art,mỹ thuật,mỹ thuật,美术馆。Bảo tàng mỹ thuật.
魅力,mèi lì,charm,mị lực,sức hút/quyến rũ,充满魅力。Đầy quyến rũ.
迷路,mí lù,to lose the way,mê lộ,lạc đường,走迷路了。Đi lạc rồi.
谜语,mí yǔ,riddle,mê ngữ,câu đố,猜谜语。Đoán câu đố.
密切,mì qiè,close,mật thiết,mật thiết/gần gũi,密切关系。Quan hệ mật thiết.
蜜蜂,mì fēng,bee,mật phong,ong mật,采蜜蜂。Ong mật.
秘密,mì mì,secret,bí mật,bí mật,保守秘密。Giữ bí mật.
秘书,mì shū,secretary,bí thư,thư ký,总经理秘书。Thư ký tổng giám đốc.
棉花,mián hua,cotton,miên hoa,bông,种棉花。Trồng bông.
面对,miàn duì,to confront,diện đối,đối mặt,面对困难。Đối mặt khó khăn.
面积,miàn ji,area,diện tích,diện tích,房子面积。Diện tích nhà.
面临,miàn lín,to face,diện lâm,đương đầu/đối mặt,面临挑战。Đối mặt thử thách.
描写,miáo xiě,to describe,miêu tả,miêu tả,描写人物。Miêu tả nhân vật.
苗条,miáo tiáo,slim,miêu điều,thon thả/mảnh mai,身材苗条。Dáng người thon thả.
秒,miǎo,second,miểu,giây,一秒钟。Một giây.
民主,mín zhǔ,democracy,dân chủ,dân chủ,民主制度。Chế độ dân chủ.
明确,míng què,clear-cut,minh xác,rõ ràng/minh bạch,态度明确。Thái độ rõ ràng.
明显,míng xiǎn,clear,minh hiển,rõ ràng/hiển nhiên,效果明显。Hiệu quả rõ rệt.
明信片,míng xìn piàn,postcard,minh tín phiến,bưu thiếp,寄明信片。Gửi bưu thiếp.
明星,míng xīng,star,minh tinh,ngôi sao,电影明星。Ngôi sao điện ảnh.
名牌,míng pái,famous brand,danh bài,hàng hiệu,名牌大学。Đại học danh tiếng.
名片,míng piàn,business card,danh thiếp,danh thiếp,交换名片。Trao đổi danh thiếp.
名胜,míng shèng,famous place,danh thắng,thắng cảnh/danh lam,名胜古迹。Danh lam thắng cảnh.
命令,mìng lìng,order,mệnh lệnh,mệnh lệnh,服从命令。Tuân lệnh.
命运,mìng yùn,fate,mệnh vận,số phận/vận mệnh,改变命运。Thay đổi số phận.
摸,mō,to feel with hand,mô,sờ/rờ,摸一下。Sờ thử.
摩托车,mó tuō chē,motorbike,ma đà xa,xe máy,骑摩托车。Đi xe máy.
模仿,mó fǎng,to imitate,mô phỏng,bắt chước/mô phỏng,模仿别人。Bắt chước người khác.
模糊,mó hu,vague,mô hồ,mờ nhạt/mơ hồ,记忆模糊。Ký ức mờ nhạt.
陌生,mò shēng,strange,mạch sinh,xa lạ,陌生人。Người lạ.
某,mǒu,some,mỗ,một/nào đó,某人。Một người nào đó.
目标,mù biāo,target,mục tiêu,mục tiêu,实现目标。Đạt mục tiêu.
目录,mù lù,catalog,mục lục,mục lục,书的目录。Mục lục sách.
目前,mù qián,at present time,mục tiền,hiện nay/lúc này,目前情况。Tình hình hiện nay.
木头,mù tou,slow-witted,mộc đầu,gỗ/ngốc,木头人。Người ngốc.
哪怕,nǎ pà,even,na phạ,dù/cho dù,哪怕困难。Dù khó khăn.
难怪,nán guài,no wonder,nan quái,không lạ gì/bảo sao,难怪他生气。Bảo sao anh ấy giận.
难看,nán kàn,ugly,nan khán,xấu xí/khó coi,很难看。Rất xấu.
脑袋,nǎo dài,head,não đại,đầu,摇脑袋。Lắc đầu.
内科,nèi kē,internal medicine,nội khoa,nội khoa,内科医生。Bác sĩ nội khoa.
嫩,nèn,tender,nộn,non/mềm,很嫩。Rất non.
能干,néng gàn,capable,năng cán,có năng lực/giỏi,很能干。Rất có năng lực.
能源,néng yuán,energy,năng nguyên,năng lượng,能源危机。Khủng hoảng năng lượng.
年代,nián dài,a decade,niên đại,niên đại/thập kỷ,八十年代。Thập niên 80.
年纪,nián jì,age,niên kỷ,tuổi tác,年纪大。Tuổi cao.
念,niàn,to read,niệm,đọc/nhớ,念书。Đọc sách.
宁可,nìng kě,preferably,ninh khả,thà rằng,宁可不去。Thà rằng không đi.
牛仔裤,niú zǎi kù,jeans,ngưu tử khố,quần jean,穿牛仔裤。Mặc quần jean.
浓,nóng,concentrated,nồng,đậm/đặc,味道浓。Vị đậm.
农民,nóng mín,peasant,nông dân,nông dân,农民生活。Đời sống nông dân.
农业,nóng yè,agriculture,nông nghiệp,nông nghiệp,农业发展。Phát triển nông nghiệp.
女士,nǚ shì,lady,nữ sĩ,phụ nữ/quý bà,女士们。Các quý bà.
偶然,ǒu rán,incidentally,ngẫu nhiên,ngẫu nhiên/tình cờ,偶然遇见。Tình cờ gặp.
拍,pāi,to pat,phách,vỗ/chụp,拍照片。Chụp ảnh.
排队,pái duì,to line up,bài đội,xếp hàng,排队买票。Xếp hàng mua vé.
排球,pái qiú,volleyball,bài cầu,bóng chuyền,打排球。Đánh bóng chuyền.
派,pài,clique,phái,phái/gửi,学派。Học phái.
盼望,pàn wàng,to hope for,phán vọng,mong chờ/hy vọng,盼望成功。Mong chờ thành công.
赔偿,péi cháng,to compensate,bồi thường,bồi thường,赔偿损失。Bồi thường thiệt hại.
培养,péi yǎng,to cultivate,bồi dưỡng,đào tạo/nuôi dưỡng,培养人才。Đào tạo nhân tài.
配合,pèi hé,matching,phối hợp,phối hợp/kết hợp,互相配合。Phối hợp lẫn nhau.
佩服,pèi fú,to admire,bội phục,khâm phục/ngưỡng mộ,很佩服。Rất khâm phục.
盆,pén,basin,bồn,chậu/bồn,洗脸盆。Chậu rửa mặt.
碰见,pèng jiàn,to run into,bưng kiến,gặp/chạm mặt,碰见老师。Gặp thầy giáo.
披,pī,to drape,phi,khoác/đắp,披衣服。Khoác áo.
批,pī,to ascertain,phê,phê/chỉ trích,批评。Chỉ trích.
批准,pī zhǔn,to approve,phê chuẩn,phê duyệt,批准申请。Phê duyệt đơn.
疲劳,pí láo,fatigue,bì lao,mệt mỏi,感到疲劳。Cảm thấy mệt.
皮鞋,pí xié,leather shoes,bì hài,giày da,穿皮鞋。Đi giày da.
匹,pǐ,classifier horses,thất,con (ngựa),一匹马。Một con ngựa.
片,piàn,thin piece,phiến,miếng mỏng,一片面包。Một lát bánh mì.
片面,piàn miàn,unilateral,phiến diện,phiến diện/một chiều,片面看法。Quan điểm phiến diện.
飘,piāo,to float,phiêu,bay/phất,飘雪。Tuyết bay.
频道,pín dào,frequency,tần đạo,kênh (TV),电视频道。Kênh truyền hình.
品种,pǐn zhǒng,breed,phẩm chủng,chủng loại/giống,新品种。Giống mới.
凭,píng,to lean against,bằng,dựa/theo,凭经验。Dựa vào kinh nghiệm.
平,píng,flat,bình,phẳng/bằng,平地。Đất bằng phẳng.
平常,píng cháng,ordinary,bình thường,bình thường,平常日子。Ngày bình thường.
平等,píng děng,equal,bình đẳng,bình đẳng,人人平等。Mọi người bình đẳng.
平方,píng fāng,square,bình phương,bình phương/mét vuông,平方米。Mét vuông.
平衡,píng héng,balance,bình hành,cân bằng,保持平衡。Giữ cân bằng.
平静,píng jìng,tranquil,bình tĩnh,yên tĩnh/bình tĩnh,心情平静。Tâm trạng bình tĩnh.
平均,píng jūn,average,bình quân,trung bình,平均水平。Mức trung bình.
评价,píng jià,to evaluate,bình giá,đánh giá,客观评价。Đánh giá khách quan.
破产,pò chǎn,to go bankrupt,phá sản,phá sản,公司破产。Công ty phá sản.
破坏,pò huài,destruction,phá hoại,phá hoại/phá hủy,破坏环境。Phá hoại môi trường.
迫切,pò qiè,urgent,bách thiết,cấp bách/khẩn thiết,迫切需要。Cần khẩn thiết.
朴素,pǔ sù,plain and simple,phác tố,giản dị/mộc mạc,生活朴素。Sống giản dị.
期待,qī dài,look forward to,kỳ đãi,mong đợi/chờ đợi,期待结果。Mong đợi kết quả.
期间,qī jiān,period of time,kỳ gian,khoảng thời gian,假期期间。Trong kỳ nghỉ.
其余,qí yú,the rest,kỳ dư,phần còn lại,其余的人。Những người còn lại.
奇迹,qí jì,miracle,kỳ tích,kỳ tích/phép màu,创造奇迹。Tạo ra kỳ tích.
启发,qǐ fā,to enlighten,khải phát,khơi gợi/khai phát,启发思维。Khai phát tư duy.
企图,qǐ tú,to attempt,khí đồ,âm mưu/cố gắng,企图成功。Cố gắng thành công.
企业,qǐ yè,company,khí nghiệp,doanh nghiệp,大企业。Doanh nghiệp lớn.
气氛,qì fēn,atmosphere,khí phân,không khí/bầu không khí,热烈气氛。Không khí sôi nổi.
汽油,qì yóu,gasoline,khí du,xăng,加汽油。Đổ xăng.
牵,qiān,to pull,khiên,kéo/dắt,牵着手。Nắm tay.
签字,qiān zì,to sign,thiêm tự,ký tên,签字同意。Ký tên đồng ý.
谦虚,qiān xū,modest,khiêm hư,khiêm tốn,很谦虚。Rất khiêm tốn.
前途,qián tú,prospects,tiền đồ,tương lai/triển vọng,光明前途。Tương lai tươi sáng.
浅,qiǎn,shallow,thiển,nông/cạn,水很浅。Nước rất cạn.
欠,qiàn,deficient,khiếm,thiếu/nợ,欠钱。Nợ tiền.
枪,qiāng,gun,thương,súng,开枪。Bắn súng.
强调,qiáng diào,to emphasize,cường điệu,nhấn mạnh,强调重要性。Nhấn mạnh tầm quan trọng.
强烈,qiáng liè,intense,cường liệt,mạnh mẽ/dữ dội,强烈反对。Phản đối mạnh mẽ.
抢,qiǎng,to fight over,thương,giành/cướp,抢时间。Tranh thủ thời gian.
悄悄,qiāo qiāo,quietly,tiêu tiêu,lặng lẽ/thầm lặng,悄悄地走。Đi lặng lẽ.
瞧,qiáo,to look at,thường,nhìn/xem,瞧一瞧。Xem thử.
巧妙,qiǎo miào,ingenious,xảo diệu,khéo léo/tinh xảo,方法巧妙。Phương pháp khéo léo.
切,qiē,to cut,thiết,cắt,切菜。Thái rau.
亲爱,qīn ài,dear,thân ái,thân yêu,亲爱的朋友。Bạn thân yêu.
亲切,qīn qiè,amiable,thân thiết,thân thiết/thân mật,态度亲切。Thái độ thân thiện.
亲自,qīn zì,personally,thân tự,tự mình/trực tiếp,亲自去。Tự mình đi.
侵略,qīn lvè,invasion,xâm lược,xâm lược/xâm chiếm,侵略战争。Chiến tranh xâm lược.
勤奋,qín fèn,hardworking,cần phấn,cần cù/siêng năng,学习勤奋。Học tập cần cù.
勤劳,qín láo,hardworking,cần lao,cần cù/siêng năng,勤劳工作。Làm việc cần cù.
青,qīng,nature's color,thanh,xanh,青草。Cỏ xanh.
青春,qīng chūn,youth,thanh xuân,tuổi trẻ/thanh xuân,青春年华。Tuổi thanh xuân.
青少年,qīng shào nián,adolescent,thanh thiếu niên,thiếu niên,青少年教育。Giáo dục thanh thiếu niên.
轻视,qīng shì,contempt,khinh thị,coi thường/khinh thường,不要轻视。Đừng coi thường.
清淡,qīng dàn,light food,thanh đạm,nhạt nhẽo/thanh đạm,口味清淡。Khẩu vị nhạt.
情景,qíng jǐng,scene,tình cảnh,cảnh tượng/tình cảnh,动人情景。Cảnh tượng cảm động.
情绪,qíng xù,mood,tình tự,tâm trạng/cảm xúc,情绪低落。Tâm trạng chán nản.
请求,qǐng qiú,request,thỉnh cầu,yêu cầu/thỉnh cầu,请求帮助。Yêu cầu giúp đỡ.
庆祝,qìng zhù,to celebrate,khánh chúc,kỷ niệm/ăn mừng,庆祝节日。Kỷ niệm lễ hội.
球迷,qiú mí,soccer fan,cầu mê,người hâm mộ bóng đá,足球球迷。Fan bóng đá.
趋势,qū shì,trend,xu hướng,xu hướng/khuynh hướng,发展趋势。Xu hướng phát triển.
娶,qǔ,to take a wife,thú,cưới vợ,娶妻。Cưới vợ.
取消,qǔ xiāo,to cancel,thủ tiêu,hủy bỏ,取消计划。Hủy kế hoạch.
去世,qù shì,to pass away,khứ thế,qua đời/mất,爷爷去世了。Ông đã mất.
圈,quān,circle,quyên,vòng tròn,画圈。Vẽ vòng tròn.
全面,quán miàn,all-around,toàn diện,toàn diện/toàn bộ,全面发展。Phát triển toàn diện.
权力,quán lì,power,quyền lực,quyền lực,政治权力。Quyền lực chính trị.
权利,quán lì,power,quyền lợi,quyền lợi,公民权利。Quyền lợi công dân.
劝,quàn,to advise,khuyến,khuyên/khuyên nhủ,劝说。Khuyên bảo.
缺乏,quē fá,shortage,khuyết phạp,thiếu/không đủ,缺乏经验。Thiếu kinh nghiệm.
确定,què dìng,definite,xác định,xác định/chắc chắn,确定时间。Xác định thời gian.
确认,què rèn,to confirm,xác nhận,xác nhận,确认信息。Xác nhận thông tin.
燃烧,rán shāo,to ignite,nhiên thiêu,cháy/đốt,燃烧能量。Đốt cháy năng lượng.
嚷,rǎng,blurt out,nhương,la hét/kêu,大嚷大叫。La to.
绕,rào,to wind,nhiễu,vòng quanh/quấn,绕圈子。Vòng quanh.
热爱,rè ài,to love ardently,nhiệt ái,yêu mến/yêu thích,热爱祖国。Yêu mến Tổ quốc.
热烈,rè liè,warm welcome,nhiệt liệt,nồng nhiệt/sôi nổi,热烈欢迎。Nồng nhiệt hoan nghênh.
热心,rè xīn,enthusiasm,nhiệt tâm,nhiệt tình,热心帮助。Giúp đỡ nhiệt tình.
人才,rén cái,person's talent,nhân tài,nhân tài,培养人才。Đào tạo nhân tài.
人口,rén kǒu,population,nhân khẩu,dân số,人口增长。Dân số tăng.
人类,rén lèi,humanity,nhân loại,loài người/nhân loại,人类文明。Văn minh nhân loại.
人生,rén shēng,life on earth,nhân sinh,cuộc đời/nhân sinh,人生道路。Con đường nhân sinh.
人事,rén shì,human affairs,nhân sự,nhân sự,人事部门。Phòng nhân sự.
人物,rén wù,person,nhân vật,nhân vật,主要人物。Nhân vật chính.
人员,rén yuán,staff,nhân viên,nhân viên,工作人员。Nhân viên làm việc.
忍不住,rěn bu zhù,cannot help,nhẫn bất trụ,không nhịn được,忍不住笑。Không nhịn được cười.
日常,rì cháng,daily,nhật thường,hàng ngày/thường nhật,日常生活。Cuộc sống hàng ngày.
日程,rì chéng,schedule,nhật trình,lịch trình,日程安排。Lịch trình sắp xếp.
日历,rì lì,calendar,nhật lịch,lịch,看日历。Xem lịch.
日期,rì qī,date,nhật kỳ,ngày tháng,确定日期。Xác định ngày.
日用品,rì yòng pǐn,daily articles,nhật dụng phẩm,đồ dùng hàng ngày,买日用品。Mua đồ dùng.
融化,róng huà,to melt,dung hoá,tan chảy,冰融化。Băng tan.
荣幸,róng xìng,honored,vinh hạnh,vinh hạnh/hân hạnh,很荣幸。Rất vinh hạnh.
荣誉,róng yù,honor,vinh dự,vinh dự/danh dự,获得荣誉。Nhận vinh dự.
如何,rú hé,how,như hà,thế nào/như thế nào,情况如何？Tình hình thế nào?
如今,rú jīn,nowadays,như kim,hiện nay/bây giờ,如今社会。Xã hội hiện nay.
软件,ruǎn jiàn,software,nhuyễn kiện,phần mềm,安装软件。Cài phần mềm.
弱,ruò,weak,nhược,yếu/yếu đuối,身体弱。Cơ thể yếu.
洒,sǎ,to sprinkle,sái,rải/rắc,洒水。Rải nước.
嗓子,sǎng zi,throat,tang tử,cổ họng,嗓子疼。Đau họng.
杀,shā,to kill,sát,giết,杀人。Giết người.
沙漠,shā mò,desert,sa mạc,sa mạc,沙漠地区。Vùng sa mạc.
沙滩,shā tān,beach,sa than,bãi biển,在沙滩上。Trên bãi biển.
傻,shǎ,foolish,xả,ngốc/ngu,别傻了。Đừng ngốc.
晒,shài,to dry in sun,sái,phơi/tắm nắng,晒太阳。Phơi nắng.
删除,shān chú,to delete,san trừ,xóa/xóa bỏ,删除文件。Xóa tập tin.
闪电,shǎn diàn,lightning,thiểm điện,chớp/tia chớp,打闪电。Sấm chớp.
善良,shàn liáng,good and honest,thiện lương,tốt bụng/lương thiện,心地善良。Lòng tốt.
善于,shàn yú,to be good at,thiện ư,giỏi/khéo,善于交际。Giỏi giao tiếp.
扇子,shān zi,fan,thiên tử,cái quạt,打扇子。Quạt.
商品,shāng pǐn,good,thương phẩm,hàng hóa,商品质量。Chất lượng hàng.
商业,shāng yè,business,thương nghiệp,thương mại,商业中心。Trung tâm thương mại.
上当,shàng dàng,taken in,thượng đương,bị lừa,上当受骗。Bị lừa gạt.
勺子,sháo zi,scoop,thược tử,muỗng,用勺子。Dùng muỗng.
蛇,shé,snake,xà,rắn,一条蛇。Một con rắn.
舌头,shé tou,tongue,thiệt đầu,lưỡi,伸舌头。Lè lưỡi.
舍不得,shě bu de,hate to do,xả bất đắc,không nỡ/tiếc,舍不得离开。Không nỡ rời đi.
设备,shè bèi,equipment,thiết bị,thiết bị,医疗设备。Thiết bị y tế.
设计,shè jì,plan,thiết kế,thiết kế,设计方案。Thiết kế phương án.
设施,shè shī,facilities,thiết thi,cơ sở vật chất,公共设施。Cơ sở công cộng.
射击,shè jī,to shoot,xạ kích,bắn,射击目标。Bắn mục tiêu.
摄影,shè yǐng,photograph,nhiếp ảnh,nhiếp ảnh/chụp hình,摄影师。Nhiếp ảnh gia.
伸,shēn,to stretch,thân,dang/vươn,伸手。Dang tay.
深刻,shēn kè,profound,thâm khắc,sâu sắc,印象深刻。Ấn tượng sâu sắc.
身材,shēn cái,stature,thân tài,vóc dáng/dáng người,身材好。Dáng người đẹp.
身份,shēn fèn,identity,thân phận,thân phận/địa vị,身份证。Chứng minh thư.
神话,shén huà,legend,thần thoại,thần thoại,神话故事。Truyện thần thoại.
神经,shén jīng,nerve,thần kinh,thần kinh,神经系统。Hệ thần kinh.
神秘,shén mì,mysterious,thần bí,thần bí/huyền bí,很神秘。Rất bí ẩn.
升,shēng,liter,thăng,lít/tăng,一升水。Một lít nước.
生产,shēng chǎn,childbirth,sinh sản,sản xuất/sinh đẻ,生产力。Năng suất.
生动,shēng dòng,vivid,sinh động,sinh động,表演生动。Biểu diễn sinh động.
声调,shēng diào,tone,thanh điệu,thanh điệu/giọng,四声调。Bốn thanh.
绳子,shéng zi,cord,thằng tử,dây thừng,一根绳子。Một sợi dây.
省略,shěng lvè,to leave out,tỉnh lược,bỏ qua/lược bỏ,省略部分。Bỏ qua phần.
胜利,shèng lì,victory,thắng lợi,thắng lợi/chiến thắng,取得胜利。Giành thắng lợi.
诗,shī,poem,thi,thơ/bài thơ,写诗。Viết thơ.
失眠,shī mián,suffer insomnia,thất miên,mất ngủ,经常失眠。Thường mất ngủ.
失去,shī qù,to lose,thất khứ,mất đi,失去机会。Mất cơ hội.
失业,shī yè,unemployment,thất nghiệp,thất nghiệp,失业率。Tỷ lệ thất nghiệp.
时代,shí dài,age,thời đại,thời đại,新时代。Thời đại mới.
时刻,shí kè,moment,thời khắc,thời khắc/lúc,关键时刻。Thời khắc quan trọng.
时髦,shí máo,in vogue,thời mao,hợp thời trang/mốt,穿得时髦。Mặc hợp thời trang.
时期,shí qī,period,thời kỳ,thời kỳ/giai đoạn,特殊时期。Thời kỳ đặc biệt.
时尚,shí shàng,fashion,thời thượng,thời trang/mốt,时尚杂志。Tạp chí thời trang.
实话,shí huà,truth,thật thoại,sự thật/thật,说实话。Nói thật.
实践,shí jiàn,to practice,thực tiễn,thực hành/thực tiễn,实践经验。Kinh nghiệm thực tiễn.
实习,shí xí,to practice,thực tập,thực tập,实习生。Sinh viên thực tập.
实现,shí xiàn,to achieve,thực hiện,thực hiện,实现梦想。Thực hiện ước mơ.
实行,shí xíng,to implement,thực hành,thi hành/thực hiện,实行计划。Thực hiện kế hoạch.
实验,shí yàn,experiment,thực nghiệm,thí nghiệm,做实验。Làm thí nghiệm.
实用,shí yòng,practical,thực dụng,thiết thực/hữu dụng,很实用。Rất thiết thực.
食物,shí wù,food,thực vật,thức ăn,健康食物。Thức ăn lành mạnh.
石头,shí tou,stone,thạch đầu,đá/hòn đá,一块石头。Một hòn đá.
使劲儿,shǐ jìn ér,exert strength,sử kính,dùng sức/cố gắng,使劲儿推。Dùng sức đẩy.
始终,shǐ zhōng,from beginning to end,thủy chung,luôn luôn/từ đầu đến cuối,始终如一。Thủy chung như một.
是否,shì fǒu,whether or not,thị phủ,có hay không/có phải không,是否同意？Có đồng ý không?
试卷,shì juàn,examination paper,thí quyển,đề thi/bài thi,发试卷。Phát đề thi.
士兵,shì bīng,soldier,sĩ binh,chiến sĩ/lính,年轻士兵。Chiến sĩ trẻ.
似的,shì de,seems as if,tự đích,như thể/dường như,真似的。Giống như thật.
事实,shì shí,fact,sự thật,sự thật/thực tế,事实上。Trên thực tế.
事物,shì wù,thing,sự vật,sự vật/vật thể,新事物。Sự vật mới.
事先,shì xiān,in advance,sự tiên,trước/từ trước,事先准备。Chuẩn bị trước.
收获,shōu huò,to harvest,thu hoạch,thu hoạch/gặt hái,收获成果。Thu hoạch thành quả.
收据,shōu jù,receipt,thu cứ,biên lai,开收据。Xuất biên lai.
手工,shǒu gōng,handwork,thủ công,thủ công,手工艺品。Đồ thủ công.
手术,shǒu shù,operation,thủ thuật,phẫu thuật,做手术。Mổ.
手套,shǒu tào,glove,thủ đào,găng tay,戴手套。Đeo găng tay.
手续,shǒu xù,procedure,thủ tục,thủ tục,办手续。Làm thủ tục.
手指,shǒu zhǐ,finger,thủ chỉ,ngón tay,十个手指。Mười ngón tay.
受伤,shòu shāng,sustain injuries,thụ thương,bị thương,他受伤了。Anh ấy bị thương.
寿命,shòu mìng,life span,thọ mệnh,tuổi thọ,平均寿命。Tuổi thọ trung bình.
书架,shū jià,bookshelf,thư giá,giá sách,放书架。Để trên giá sách.
输入,shū rù,to import,du nhập,nhập/nhập liệu,输入密码。Nhập mật khẩu.
蔬菜,shū cài,vegetables,so thái,rau,新鲜蔬菜。Rau tươi.
舒适,shū shì,cozy,thư thích,thoải mái/dễ chịu,很舒适。Rất thoải mái.
梳子,shū zi,comb,sơ tử,lược,用梳子。Dùng lược.
熟练,shú liàn,practiced,thục luyện,thành thạo/thành thục,技术熟练。Kỹ thuật thành thạo.
鼠标,shǔ biāo,mouse,thử tiêu,chuột (máy tính),点击鼠标。Click chuột.
属于,shǔ yú,classified as,thuộc ư,thuộc về,属于我。Thuộc về tôi.
数据,shù jù,data,số cứ,dữ liệu,统计数据。Dữ liệu thống kê.
数码,shù mǎ,number,số mã,số/kỹ thuật số,数码相机。Máy ảnh kỹ thuật số.
摔,shuāi,to throw down,shuật,ngã/té,摔倒了。Té ngã rồi.
甩,shuǎi,to throw,thối,quăng/vứt,甩手。Vung tay.
双方,shuāng fāng,bilateral,song phương,hai bên/đôi bên,双方同意。Hai bên đồng ý.
税,shuì,taxes,thuế,thuế,纳税。Đóng thuế.
说不定,shuō bu dìng,can't say,thuyết bất định,không chừng/chưa biết,说不定会。Không chừng sẽ.
说服,shuō fú,to persuade,thuyết phục,thuyết phục,说服他。Thuyết phục anh ấy.
撕,sī,to tear,tư,xé/rách,撕纸。Xé giấy.
丝绸,sī chóu,silk cloth,ti trù,lụa/tơ lụa,丝绸之路。Con đường tơ lụa.
丝毫,sī háo,slightest amount,ti hào,chút nào/tý nào,丝毫不差。Không sai chút nào.
思考,sī kǎo,to reflect on,tư khảo,suy nghĩ/suy xét,认真思考。Suy nghĩ kỹ.
思想,sī xiǎng,thought,tư tưởng,tư tưởng,解放思想。Giải phóng tư tưởng.
私人,sī rén,private,tư nhân,cá nhân/riêng tư,私人问题。Vấn đề riêng tư.
似乎,sì hū,apparently,tự hồ,dường như/hình như,似乎不对。Hình như không đúng.
寺庙,sì miào,temple,tự miếu,chùa/đền,参观寺庙。Tham quan chùa.
宿舍,sù shè,dormitory,túc xá,ký túc xá,学生宿舍。Ký túc xá sinh viên.
随时,suí shí,at any time,tuỳ thời,bất cứ lúc nào,随时联系。Liên lạc bất cứ lúc nào.
碎,suì,to break down,toái,vỡ/nát,打碎了。Đánh vỡ rồi.
损失,sǔn shī,loss,tổn thất,thiệt hại/tổn thất,造成损失。Gây thiệt hại.
缩短,suō duǎn,to curtail,súc đoản,rút ngắn,缩短时间。Rút ngắn thời gian.
缩小,suō xiǎo,to reduce,súc tiểu,thu nhỏ/giảm bớt,缩小差距。Thu hẹp khoảng cách.
锁,suǒ,to lock up,toả,khóa,锁门。Khóa cửa.
所,suǒ,actually,sở,(lượng từ),一所学校。Một trường học.
所谓,suǒ wèi,so-called,sở vị,cái gọi là,所谓专家。Cái gọi là chuyên gia.
塔,tǎ,pagoda,tháp,tháp,宝塔。Bảo tháp.
台阶,tái jiē,steps,đài giai,bậc thang,上台阶。Lên bậc thang.
太极拳,tài jí quán,Taiji,thái cực quyền,thái cực quyền,打太极拳。Tập thái cực quyền.
太太,tài tai,married woman,thái thái,vợ/phu nhân,我太太。Vợ tôi.
谈判,tán pàn,to negotiate,đàm phán,đàm phán,谈判合同。Đàm phán hợp đồng.
